"id";"search_log_id";"adults";"children";"picked_room";"picked_price";"picked_room"
"6005";"129764";"2";"0";NULL;NULL;NULL
"6006";"129765";"2";"0";NULL;NULL;NULL
"6007";"129766";"2";"0";NULL;NULL;NULL
"6008";"129767";"2";"0";NULL;NULL;NULL
"6009";"129768";"2";"0";NULL;NULL;NULL
"6010";"129769";"2";"0";NULL;NULL;NULL
"6011";"129770";"2";"1";NULL;NULL;NULL
"6012";"129771";"2";"0";NULL;NULL;NULL
"6013";"129772";"2";"0";"STN";"141700.00";"ROOMBB"
"6014";"129773";"2";"0";NULL;NULL;NULL
"6015";"129774";"2";"2";NULL;NULL;NULL
"6016";"129775";"2";"0";NULL;NULL;NULL
"6019";"129778";"2";"0";NULL;NULL;NULL
"6020";"129779";"2";"1";NULL;NULL;NULL
"6021";"129780";"2";"3";NULL;NULL;NULL
"6022";"129781";"1";"2";NULL;NULL;NULL
"6023";"129781";"1";"1";NULL;NULL;NULL
"6024";"129782";"2";"1";NULL;NULL;NULL
"6025";"129783";"2";"0";NULL;NULL;NULL
"6026";"129784";"2";"0";NULL;NULL;NULL
"6027";"129785";"2";"0";NULL;NULL;NULL
"6028";"129786";"2";"0";NULL;NULL;NULL
"6029";"129787";"2";"0";NULL;NULL;NULL
"6030";"129788";"1";"0";NULL;NULL;NULL
"6031";"129788";"1";"0";NULL;NULL;NULL
"6032";"129788";"1";"0";NULL;NULL;NULL
"6033";"129788";"1";"0";NULL;NULL;NULL
"6034";"129789";"2";"0";NULL;NULL;NULL
"6035";"129789";"2";"0";NULL;NULL;NULL
"6036";"129790";"2";"0";NULL;NULL;NULL
"6037";"129790";"2";"0";NULL;NULL;NULL
"6038";"129791";"2";"0";NULL;NULL;NULL
"6039";"129791";"2";"0";NULL;NULL;NULL
"6040";"129792";"2";"2";NULL;NULL;NULL
"6041";"129793";"2";"0";NULL;NULL;NULL
"6042";"129794";"2";"0";NULL;NULL;NULL
"6043";"129795";"2";"0";NULL;NULL;NULL
"6044";"129796";"2";"0";NULL;NULL;NULL
"6045";"129797";"2";"0";NULL;NULL;NULL
"6046";"129798";"2";"0";NULL;NULL;NULL
"6047";"129799";"2";"0";NULL;NULL;NULL
"6048";"129800";"2";"0";NULL;NULL;NULL
"6049";"129801";"2";"0";NULL;NULL;NULL
"6050";"129802";"2";"0";NULL;NULL;NULL
"6051";"129803";"2";"0";NULL;NULL;NULL
"6052";"129804";"2";"0";NULL;NULL;NULL
"6053";"129805";"2";"0";NULL;NULL;NULL
"6054";"129806";"2";"2";NULL;NULL;NULL
"6055";"129806";"2";"2";NULL;NULL;NULL
"6056";"129807";"2";"0";NULL;NULL;NULL
"6057";"129808";"2";"2";NULL;NULL;NULL
"6058";"129808";"2";"2";NULL;NULL;NULL
"6059";"129808";"2";"2";NULL;NULL;NULL
"6060";"129809";"2";"2";NULL;NULL;NULL
"6061";"129809";"2";"2";NULL;NULL;NULL
"6062";"129809";"2";"2";NULL;NULL;NULL
"6063";"129810";"2";"0";NULL;NULL;NULL
"6064";"129811";"2";"0";NULL;NULL;NULL
"6065";"129812";"3";"0";NULL;NULL;NULL
"6066";"129813";"2";"0";NULL;NULL;NULL
"6067";"129813";"1";"0";NULL;NULL;NULL
"6068";"129814";"2";"0";NULL;NULL;NULL
"6069";"129814";"2";"2";NULL;NULL;NULL
"6070";"129814";"1";"0";NULL;NULL;NULL
"6073";"129817";"2";"0";NULL;NULL;NULL
"6074";"129818";"2";"0";NULL;NULL;NULL
"6076";"129820";"2";"1";NULL;NULL;NULL
"6077";"129821";"2";"2";NULL;NULL;NULL
"6078";"129822";"2";"0";NULL;NULL;NULL
"6079";"129823";"3";"1";NULL;NULL;NULL
"6080";"129824";"3";"1";NULL;NULL;NULL
"6081";"129825";"3";"1";NULL;NULL;NULL
"6082";"129826";"2";"0";NULL;NULL;NULL
"6083";"129827";"2";"0";NULL;NULL;NULL
"6084";"129828";"2";"1";NULL;NULL;NULL
"6085";"129829";"2";"1";NULL;NULL;NULL
"6086";"129830";"2";"2";NULL;NULL;NULL
"6087";"129831";"2";"1";NULL;NULL;NULL
"6088";"129832";"2";"0";NULL;NULL;NULL
"6089";"129833";"2";"2";NULL;NULL;NULL
"6090";"129834";"2";"0";NULL;NULL;NULL
"6091";"129835";"2";"0";NULL;NULL;NULL
"6092";"129836";"2";"0";NULL;NULL;NULL
"6093";"129837";"2";"0";NULL;NULL;NULL
"6094";"129838";"2";"0";NULL;NULL;NULL
"6095";"129839";"2";"0";NULL;NULL;NULL
"6096";"129839";"1";"2";NULL;NULL;NULL
"6097";"129840";"2";"0";NULL;NULL;NULL
"6098";"129841";"1";"0";NULL;NULL;NULL
"6100";"129843";"2";"0";NULL;NULL;NULL
"6101";"129844";"3";"0";NULL;NULL;NULL
"6102";"129845";"2";"0";NULL;NULL;NULL
"6103";"129846";"2";"2";NULL;NULL;NULL
"6104";"129847";"2";"0";NULL;NULL;NULL
"6105";"129848";"2";"0";NULL;NULL;NULL
"6106";"129849";"2";"0";NULL;NULL;NULL
"6107";"129850";"2";"0";NULL;NULL;NULL
"6108";"129851";"2";"0";NULL;NULL;NULL
"6109";"129852";"2";"0";NULL;NULL;NULL
"6110";"129853";"2";"0";NULL;NULL;NULL
"6111";"129854";"2";"0";NULL;NULL;NULL
"6112";"129855";"4";"0";NULL;NULL;NULL
"6113";"129856";"2";"0";NULL;NULL;NULL
"6114";"129856";"2";"0";NULL;NULL;NULL
"6115";"129857";"2";"0";NULL;NULL;NULL
"6116";"129858";"2";"0";NULL;NULL;NULL
"6117";"129859";"2";"0";NULL;NULL;NULL
"6118";"129860";"2";"2";NULL;NULL;NULL
"6119";"129861";"2";"0";NULL;NULL;NULL
"6120";"129862";"2";"0";NULL;NULL;NULL
"6121";"129863";"2";"0";NULL;NULL;NULL
"6122";"129864";"2";"0";NULL;NULL;NULL
"6123";"129865";"1";"2";NULL;NULL;NULL
"6124";"129866";"3";"0";NULL;NULL;NULL
"6125";"129867";"2";"2";NULL;NULL;NULL
"6126";"129868";"3";"0";NULL;NULL;NULL
"6127";"129869";"2";"2";NULL;NULL;NULL
"6128";"129870";"3";"1";NULL;NULL;NULL
"6129";"129871";"2";"0";NULL;NULL;NULL
"6130";"129872";"2";"2";NULL;NULL;NULL
"6131";"129873";"2";"0";NULL;NULL;NULL
"6132";"129874";"2";"2";NULL;NULL;NULL
"6133";"129875";"2";"0";NULL;NULL;NULL
"6134";"129876";"2";"2";NULL;NULL;NULL
"6135";"129877";"2";"2";NULL;NULL;NULL
"6136";"129878";"2";"0";NULL;NULL;NULL
"6137";"129879";"2";"0";NULL;NULL;NULL
"6138";"129880";"2";"0";NULL;NULL;NULL
"6139";"129881";"2";"1";NULL;NULL;NULL
"6140";"129882";"2";"1";NULL;NULL;NULL
"6141";"129883";"2";"0";NULL;NULL;NULL
"6142";"129884";"2";"2";NULL;NULL;NULL
"6143";"129885";"2";"2";NULL;NULL;NULL
"6144";"129886";"2";"2";NULL;NULL;NULL
"6145";"129887";"2";"1";NULL;NULL;NULL
"6146";"129888";"2";"1";"LAX";"177358.00";"ROOMAA"
"6147";"129889";"2";"0";NULL;NULL;NULL
"6148";"129890";"2";"1";NULL;NULL;NULL
"6149";"129891";"2";"0";NULL;NULL;NULL
"6150";"129892";"2";"0";"LAX";"104349.00";"ROOMAA"
"6151";"129893";"2";"0";NULL;NULL;NULL
"6152";"129894";"2";"0";"LAR";"444.82";"ROOMCC"
"6153";"129895";"2";"1";NULL;NULL;NULL
"6154";"129896";"1";"0";NULL;NULL;NULL
"6155";"129897";"2";"0";NULL;NULL;NULL
"6156";"129898";"2";"0";NULL;NULL;NULL
"6157";"129899";"2";"0";NULL;NULL;NULL
"6158";"129900";"2";"0";NULL;NULL;NULL
"6159";"129901";"2";"0";NULL;NULL;NULL
"6160";"129902";"2";"0";NULL;NULL;NULL
"6161";"129903";"2";"0";NULL;NULL;NULL
"6162";"129903";"2";"0";NULL;NULL;NULL
"6163";"129904";"2";"0";NULL;NULL;NULL
"6164";"129905";"2";"0";NULL;NULL;NULL
"6165";"129906";"2";"0";NULL;NULL;NULL
"6166";"129907";"1";"1";NULL;NULL;NULL
"6167";"129907";"1";"1";NULL;NULL;NULL
"6168";"129908";"2";"0";NULL;NULL;NULL
"6169";"129909";"2";"0";NULL;NULL;NULL
"6170";"129909";"2";"0";NULL;NULL;NULL
"6171";"129910";"2";"0";NULL;NULL;NULL
"6172";"129911";"2";"0";NULL;NULL;NULL
"6173";"129912";"2";"2";NULL;NULL;NULL
"6174";"129913";"2";"0";NULL;NULL;NULL
"6175";"129914";"2";"3";NULL;NULL;NULL
"6176";"129915";"2";"0";NULL;NULL;NULL
"6177";"129916";"2";"0";NULL;NULL;NULL
"6178";"129917";"2";"0";NULL;NULL;NULL
"6179";"129918";"2";"0";NULL;NULL;NULL
"6180";"129919";"2";"2";NULL;NULL;NULL
"6181";"129920";"2";"0";NULL;NULL;NULL
"6182";"129921";"2";"1";NULL;NULL;NULL
"6183";"129922";"1";"3";NULL;NULL;NULL
"6184";"129923";"2";"0";NULL;NULL;NULL
"6185";"129923";"1";"2";NULL;NULL;NULL
"6186";"129924";"2";"0";NULL;NULL;NULL
"6187";"129925";"2";"0";NULL;NULL;NULL
"6188";"129926";"1";"3";NULL;NULL;NULL
"6189";"129927";"2";"1";NULL;NULL;NULL
"6190";"129928";"2";"0";NULL;NULL;NULL
"6191";"129929";"2";"0";NULL;NULL;NULL
"6192";"129929";"2";"0";NULL;NULL;NULL
"6193";"129930";"2";"0";NULL;NULL;NULL
"6194";"129931";"2";"0";NULL;NULL;NULL
"6195";"129932";"2";"0";NULL;NULL;NULL
"6196";"129933";"2";"0";NULL;NULL;NULL
"6197";"129934";"3";"0";NULL;NULL;NULL
"6198";"129935";"2";"1";NULL;NULL;NULL
"6199";"129936";"2";"1";NULL;NULL;NULL
"6200";"129937";"2";"0";NULL;NULL;NULL
"6201";"129938";"2";"0";NULL;NULL;NULL
"6202";"129939";"2";"0";NULL;NULL;NULL
"6203";"129940";"1";"0";NULL;NULL;NULL
"6204";"129941";"2";"0";NULL;NULL;NULL
"6205";"129942";"2";"0";NULL;NULL;NULL
"6206";"129943";"2";"0";NULL;NULL;NULL
"6207";"129944";"2";"0";NULL;NULL;NULL
"6208";"129945";"1";"0";NULL;NULL;NULL
"6209";"129946";"1";"0";NULL;NULL;NULL
"6210";"129947";"2";"0";NULL;NULL;NULL
"6211";"129948";"2";"0";NULL;NULL;NULL
"6212";"129949";"2";"0";NULL;NULL;NULL
"6213";"129950";"2";"0";NULL;NULL;NULL
"6214";"129950";"2";"0";NULL;NULL;NULL
"6215";"129951";"2";"3";NULL;NULL;NULL
"6216";"129952";"2";"1";NULL;NULL;NULL
"6217";"129952";"0";"2";NULL;NULL;NULL
"6218";"129953";"2";"1";NULL;NULL;NULL
"6219";"129953";"1";"1";NULL;NULL;NULL
"6220";"129954";"2";"1";NULL;NULL;NULL
"6221";"129954";"1";"1";NULL;NULL;NULL
"6222";"129955";"2";"0";"STN";"102614.00";"ROOMBB"
"6223";"129955";"2";"0";"STN";"102614.00";"ROOMBB"
"6224";"129956";"2";"0";NULL;NULL;NULL
"6227";"129959";"2";"0";NULL;NULL;NULL
"6228";"129960";"2";"0";NULL;NULL;NULL
"6229";"129961";"2";"0";NULL;NULL;NULL
"6230";"129962";"1";"1";NULL;NULL;NULL
"6231";"129963";"2";"0";NULL;NULL;NULL
"6232";"129964";"2";"0";NULL;NULL;NULL
"6233";"129965";"2";"2";NULL;NULL;NULL
"6234";"129966";"1";"0";"STN";"207.90";"ROOMBB"
"6235";"129967";"2";"0";NULL;NULL;NULL
"6236";"129968";"2";"0";NULL;NULL;NULL
"6237";"129969";"2";"0";NULL;NULL;NULL
"6238";"129970";"2";"0";NULL;NULL;NULL
"6239";"129971";"2";"2";NULL;NULL;NULL
"6240";"129972";"2";"0";NULL;NULL;NULL
"6241";"129973";"2";"0";NULL;NULL;NULL
"6242";"129974";"2";"0";NULL;NULL;NULL
"6243";"129975";"2";"0";NULL;NULL;NULL
"6244";"129976";"2";"0";NULL;NULL;NULL
"6245";"129977";"3";"2";NULL;NULL;NULL
"6246";"129978";"3";"2";NULL;NULL;NULL
"6247";"129979";"3";"2";NULL;NULL;NULL
"6248";"129980";"2";"0";NULL;NULL;NULL
"6249";"129981";"2";"0";NULL;NULL;NULL
"6250";"129982";"2";"0";NULL;NULL;NULL
"6251";"129983";"2";"2";NULL;NULL;NULL
"6252";"129984";"3";"0";NULL;NULL;NULL
"6253";"129985";"1";"0";NULL;NULL;NULL
"6254";"129986";"2";"0";NULL;NULL;NULL
"6255";"129987";"2";"3";NULL;NULL;NULL
"6256";"129988";"2";"1";NULL;NULL;NULL
"6257";"129989";"2";"0";NULL;NULL;NULL
"6258";"129990";"2";"0";NULL;NULL;NULL
"6259";"129991";"2";"0";NULL;NULL;NULL
"6260";"129992";"2";"0";NULL;NULL;NULL
"6261";"129993";"3";"0";NULL;NULL;NULL
"6262";"129994";"2";"0";NULL;NULL;NULL
"6263";"129995";"2";"0";NULL;NULL;NULL
"6264";"129996";"2";"1";NULL;NULL;NULL
"6265";"129996";"2";"0";NULL;NULL;NULL
"6266";"129997";"2";"0";NULL;NULL;NULL
"6267";"129998";"2";"1";"STN";"146880.00";"ROOMBB"
"6268";"129998";"2";"0";"LAX";"169200.00";"ROOMAA"
"6269";"129999";"2";"0";NULL;NULL;NULL
"6270";"130000";"2";"0";"STN";"168545.00";"ROOMBB"
"6271";"130001";"2";"0";NULL;NULL;NULL
"6272";"130002";"2";"0";NULL;NULL;NULL
"6273";"130003";"2";"0";NULL;NULL;NULL
"6274";"130004";"2";"0";NULL;NULL;NULL
"6275";"130005";"2";"1";NULL;NULL;NULL
"6276";"130006";"2";"0";NULL;NULL;NULL
"6277";"130007";"2";"1";NULL;NULL;NULL
"6278";"130008";"2";"0";NULL;NULL;NULL
"6279";"130009";"2";"0";NULL;NULL;NULL
"6280";"130010";"1";"1";NULL;NULL;NULL
"6281";"130011";"2";"1";NULL;NULL;NULL
"6282";"130012";"2";"0";NULL;NULL;NULL
"6283";"130013";"2";"0";NULL;NULL;NULL
"6284";"130014";"3";"1";NULL;NULL;NULL
"6285";"130015";"3";"1";NULL;NULL;NULL
"6286";"130016";"2";"0";NULL;NULL;NULL
"6287";"130017";"2";"0";NULL;NULL;NULL
"6288";"130018";"1";"1";NULL;NULL;NULL
"6289";"130019";"2";"0";NULL;NULL;NULL
"6290";"130019";"2";"0";NULL;NULL;NULL
"6291";"130020";"2";"0";NULL;NULL;NULL
"6292";"130021";"2";"0";NULL;NULL;NULL
"6293";"130022";"2";"0";NULL;NULL;NULL
"6294";"130023";"2";"0";NULL;NULL;NULL
"6295";"130024";"2";"0";NULL;NULL;NULL
"6297";"130026";"2";"0";NULL;NULL;NULL
"6298";"130027";"2";"1";NULL;NULL;NULL
"6299";"130028";"2";"0";NULL;NULL;NULL
"6300";"130029";"2";"2";NULL;NULL;NULL
"6301";"130030";"2";"0";NULL;NULL;NULL
"6302";"130031";"2";"0";NULL;NULL;NULL
"6303";"130032";"2";"0";NULL;NULL;NULL
"6304";"130032";"2";"0";NULL;NULL;NULL
"6305";"130033";"2";"0";NULL;NULL;NULL
"6306";"130033";"2";"0";NULL;NULL;NULL
"6308";"130035";"2";"0";NULL;NULL;NULL
"6309";"130036";"2";"0";NULL;NULL;NULL
"6312";"130039";"2";"0";NULL;NULL;NULL
"6313";"130040";"2";"0";NULL;NULL;NULL
"6314";"130041";"2";"0";NULL;NULL;NULL
"6315";"130042";"2";"0";NULL;NULL;NULL
"6316";"130043";"2";"0";NULL;NULL;NULL
"6317";"130044";"2";"0";NULL;NULL;NULL
"6318";"130045";"2";"0";NULL;NULL;NULL
