,search_log_id,total_price_final,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,redeemed_loyalty_points_total,hotel_id
0,112857,99683.0,119952.22,3500.0,0,11995.22,11774.0,hotel_1
1,112906,302444.0,377114.44,0.0,0,37711.44,36959.0,hotel_1
2,113050,622.43,793.1600000000001,0.0,0,118.97,0.0,hotel_1
3,113057,406944.0,452160.0,0.0,0,45216.0,0.0,hotel_1
4,113070,127885.0,167843.29,0.0,0,27515.29,12443.0,hotel_1
5,113105,88195.0,104700.56,0.0,0,11505.56,5000.0,hotel_1
6,113134,232162.0,281520.0,0.0,0,28152.0,21206.0,hotel_1
7,113151,147021.0,168912.22,0.0,0,16891.22,0.0,hotel_1
8,113152,251535.0,288206.0,0.0,0,31671.0,5000.0,hotel_1
9,113256,647.46,629.0,0.0,0,62.9,0.0,hotel_1
10,113302,101286.0,143354.77,0.0,0,23500.77,18568.0,hotel_1
11,113311,88833.0,142571.2,0.0,0,15667.2,38071.0,hotel_1
12,113308,169388.0,193764.44,0.0,0,19376.44,5000.0,hotel_1
13,113432,643.95,715.5,0.0,0,71.55,0.0,hotel_1
14,113696,319535.0,369107.78,0.0,0,36910.78,12662.0,hotel_1
15,113840,78249.0,92498.9,0.0,0,9249.9,5000.0,hotel_1
16,113877,298080.0,331200.0,0.0,0,33120.0,0.0,hotel_1
17,113894,89032.0,104480.0,0.0,0,10448.0,5000.0,hotel_1
18,113912,731.0,731.0,0.0,0,0.0,0.0,hotel_1
19,113917,91170.0,106855.56,0.0,0,10685.56,0.0,hotel_1
20,113950,53424.66,67130.13,0.0,0,8606.47,5099.0,hotel_1
21,113963,452.88,503.2,0.0,0,50.32,0.0,hotel_1
22,113992,197171.0,224634.44,0.0,0,22463.44,5000.0,hotel_1
23,114000,94914.0,113524.6,0.0,0,18610.6,0.0,hotel_1
24,114033,69271.0,71634.4,4800.0,0,7163.4,0.0,hotel_1
25,114046,1203.6,1416.0,0.0,0,212.4,0.0,hotel_1
26,114059,65730.0,78588.89,0.0,0,7858.89,0.0,hotel_1
27,114104,151690.0,170417.22,0.0,0,18727.22,0.0,hotel_1
28,114145,655960.0,734400.0,0.0,0,73440.0,5000.0,hotel_1
29,114148,689008.0,771120.0,0.0,0,77112.0,5000.0,hotel_1
30,114170,236056.0,267840.0,0.0,0,26784.0,5000.0,hotel_1
31,114241,837.1,944.0,0.0,0,94.4,12.5,hotel_1
32,114256,90208.0,106962.11,0.0,0,11754.11,5000.0,hotel_1
33,114271,428.63,606.8399999999999,0.0,0,91.03,87.18,hotel_1
34,114274,130993.0,169186.66999999998,0.0,0,16918.67,21275.0,hotel_1
35,114289,343720.0,407237.78,0.0,0,40723.78,22794.0,hotel_1
36,114335,248656.0,292536.47,0.0,0,43880.47,0.0,hotel_1
37,114358,55421.0,65201.17,0.0,0,9780.17,0.0,hotel_1
38,114367,309304.0,361080.0,3500.0,0,36108.0,19168.0,hotel_1
39,114645,596160.0,662400.0,0.0,0,66240.0,0.0,hotel_1
40,114646,198288.0,220320.0,0.0,0,22032.0,0.0,hotel_1
41,114650,179518.0,205020.0,0.0,0,20502.0,5000.0,hotel_1
