,id,search_log_room_id,age,baby_bed,hotel_id
81,2019,6044,10,0,hotel_1
82,2020,6044,12,0,hotel_1
83,2021,6046,6,0,hotel_1
84,2022,6049,11,0,hotel_1
85,2023,6051,11,0,hotel_1
86,2024,6063,10,0,hotel_1
87,2025,6063,12,0,hotel_1
88,2026,6064,6,0,hotel_1
89,2027,6065,6,0,hotel_1
90,2028,6067,1,0,hotel_1
91,2029,6067,6,0,hotel_1
92,2030,6068,10,0,hotel_1
93,2031,6070,10,0,hotel_1
94,2032,6073,5,0,hotel_1
95,2033,6073,5,0,hotel_1
96,2034,6073,9,0,hotel_1
97,2035,6074,2,0,hotel_1
98,2036,6074,7,0,hotel_1
99,2037,6075,2,0,hotel_1
100,2038,6075,7,0,hotel_1
101,2039,6076,5,0,hotel_1
102,2040,6076,5,0,hotel_1
103,2041,6076,9,0,hotel_1
104,2042,6078,7,0,hotel_1
105,2043,6078,7,0,hotel_1
106,2044,6079,7,0,hotel_1
107,2045,6079,7,0,hotel_1
108,2046,6080,5,0,hotel_1
109,2047,6080,5,0,hotel_1
110,2048,6080,9,0,hotel_1
111,2049,6081,6,0,hotel_1
112,2050,6083,6,0,hotel_1
113,2051,6083,2,0,hotel_1
114,2052,6084,6,0,hotel_1
115,2053,6086,6,0,hotel_1
116,2054,6089,3,0,hotel_1
117,2055,6089,5,0,hotel_1
118,2056,6093,5,0,hotel_1
119,2057,6093,8,0,hotel_1
120,2058,6097,6,0,hotel_1
121,2059,6098,5,0,hotel_1
122,2060,6098,8,0,hotel_1
123,2061,6106,5,0,hotel_1
124,2062,6106,8,0,hotel_1
125,2063,6108,5,0,hotel_1
126,2064,6108,8,0,hotel_1
127,2065,6109,5,0,hotel_1
128,2066,6109,8,0,hotel_1
129,2067,6110,6,0,hotel_1
130,2068,6112,8,0,hotel_1
131,2069,6112,4,0,hotel_1
132,2070,6128,8,0,hotel_1
133,2071,6129,13,0,hotel_1
134,2072,6131,10,0,hotel_1
135,2073,6139,13,0,hotel_1
136,2074,6140,6,0,hotel_1
137,2075,6140,5,0,hotel_1
138,2076,6140,0,1,hotel_1
139,2077,6150,0,0,hotel_1
140,2078,6150,5,0,hotel_1
141,2079,6151,0,0,hotel_1
142,2080,6151,5,0,hotel_1
143,2081,6152,10,0,hotel_1
144,2082,6152,8,0,hotel_1
145,2083,6152,5,0,hotel_1
146,2084,6154,3,0,hotel_1
147,2087,6157,11,0,hotel_1
148,2088,6157,6,0,hotel_1
149,2089,6157,8,0,hotel_1
150,2090,6158,6,0,hotel_1
151,2091,6158,11,0,hotel_1
152,2092,6161,11,0,hotel_1
153,2093,6161,6,0,hotel_1
154,2094,6161,8,0,hotel_1
155,2095,6162,11,0,hotel_1
156,2096,6162,6,0,hotel_1
157,2097,6162,8,0,hotel_1
158,2098,6163,11,0,hotel_1
159,2099,6163,6,0,hotel_1
160,2100,6163,8,0,hotel_1
161,2101,6164,11,0,hotel_1
162,2102,6164,6,0,hotel_1
163,2103,6164,8,0,hotel_1
164,2104,6166,11,0,hotel_1
165,2105,6167,17,0,hotel_1
166,2106,6168,11,0,hotel_1
167,2107,6169,17,0,hotel_1
168,2108,6172,11,0,hotel_1
169,2109,6173,17,0,hotel_1
170,2110,6174,7,0,hotel_1
171,2111,6174,12,0,hotel_1
172,2112,6175,7,0,hotel_1
173,2113,6175,11,0,hotel_1
174,2114,6176,7,0,hotel_1
175,2115,6176,11,0,hotel_1
176,2116,6177,11,0,hotel_1
177,2117,6178,17,0,hotel_1
178,2118,6181,10,0,hotel_1
179,2119,6193,11,0,hotel_1
180,2120,6193,6,0,hotel_1
181,2121,6193,8,0,hotel_1
182,2122,6194,11,0,hotel_1
183,2123,6194,6,0,hotel_1
184,2124,6194,8,0,hotel_1
185,2125,6195,11,0,hotel_1
186,2126,6195,6,0,hotel_1
187,2127,6195,8,0,hotel_1
188,2128,6196,11,0,hotel_1
189,2129,6196,6,0,hotel_1
190,2130,6196,8,0,hotel_1
191,2131,6197,11,0,hotel_1
192,2132,6197,6,0,hotel_1
193,2133,6197,8,0,hotel_1
194,2134,6198,11,0,hotel_1
195,2135,6198,6,0,hotel_1
196,2136,6198,8,0,hotel_1
197,2137,6199,11,0,hotel_1
198,2138,6199,6,0,hotel_1
199,2139,6199,8,0,hotel_1
200,2140,6200,11,0,hotel_1
201,2141,6200,6,0,hotel_1
202,2142,6200,8,0,hotel_1
203,2143,6201,13,0,hotel_1
204,2144,6201,15,0,hotel_1
205,2145,6202,14,0,hotel_1
206,2146,6202,15,0,hotel_1
207,2147,6203,12,0,hotel_1
208,2148,6203,15,0,hotel_1
209,2149,6212,1,1,hotel_1
210,2150,6220,10,0,hotel_1
211,2151,6220,12,0,hotel_1
212,2152,6221,7,0,hotel_1
213,2153,6222,10,0,hotel_1
214,2154,6222,6,0,hotel_1
215,2155,6227,10,0,hotel_1
216,2156,6227,12,0,hotel_1
217,2157,6228,2,1,hotel_1
218,2158,6228,9,0,hotel_1
219,2159,6229,10,0,hotel_1
220,2160,6229,6,0,hotel_1
221,2161,6230,10,0,hotel_1
222,2162,6230,12,0,hotel_1
223,2163,6231,10,0,hotel_1
224,2164,6231,12,0,hotel_1
225,2165,6232,10,0,hotel_1
226,2166,6232,12,0,hotel_1
227,2167,6235,7,0,hotel_1
228,2168,6238,3,0,hotel_1
229,2169,6240,3,0,hotel_1
230,2170,6241,7,0,hotel_1
231,2171,6241,7,0,hotel_1
232,2172,6243,3,0,hotel_1
233,2173,6244,2,0,hotel_1
234,2174,6244,7,0,hotel_1
235,2175,6245,2,0,hotel_1
236,2176,6245,7,0,hotel_1
237,2177,6246,3,0,hotel_1
238,2178,6254,3,0,hotel_1
239,2179,6256,3,0,hotel_1
240,2180,6257,5,0,hotel_1
241,2181,6257,5,0,hotel_1
242,2182,6258,3,0,hotel_1
243,2183,6265,3,0,hotel_1
244,2184,6265,5,0,hotel_1
245,2185,6268,5,0,hotel_1
246,2186,6268,5,0,hotel_1
247,2187,6269,3,0,hotel_1
248,2188,6269,8,0,hotel_1
249,2189,6274,6,0,hotel_1
250,2190,6274,7,0,hotel_1
251,2191,6275,3,0,hotel_1
252,2192,6275,8,0,hotel_1
253,2193,6277,6,0,hotel_1
254,2194,6277,7,0,hotel_1
255,2195,6280,6,0,hotel_1
256,2196,6280,7,0,hotel_1
257,2197,6281,6,0,hotel_1
258,2198,6281,7,0,hotel_1
259,2199,6282,6,0,hotel_1
260,2200,6282,7,0,hotel_1
261,2201,6283,6,0,hotel_1
262,2202,6283,7,0,hotel_1
263,2203,6284,6,0,hotel_1
264,2204,6284,7,0,hotel_1
265,2205,6288,4,0,hotel_1
266,2206,6292,4,0,hotel_1
267,2207,6292,4,0,hotel_1
268,2208,6301,5,0,hotel_1
269,2209,6313,6,0,hotel_1
270,2210,6313,7,0,hotel_1
271,2211,6315,6,0,hotel_1
272,2212,6315,7,0,hotel_1
273,2213,6316,0,1,hotel_1
274,2214,6317,6,0,hotel_1
275,2215,6317,7,0,hotel_1
276,2216,6319,6,0,hotel_1
277,2217,6319,7,0,hotel_1
278,2218,6320,4,0,hotel_1
279,2219,6320,11,0,hotel_1
280,2220,6321,9,0,hotel_1
281,2221,6323,4,0,hotel_1
282,2222,6323,11,0,hotel_1
283,2223,6324,4,0,hotel_1
284,2224,6324,11,0,hotel_1
285,2225,6325,9,0,hotel_1
286,2226,6326,9,0,hotel_1
287,2227,6327,4,0,hotel_1
288,2228,6327,8,0,hotel_1
289,2229,6327,10,0,hotel_1
290,2230,6328,4,0,hotel_1
291,2231,6328,8,0,hotel_1
292,2232,6328,10,0,hotel_1
293,2233,6329,4,0,hotel_1
294,2234,6329,8,0,hotel_1
295,2235,6329,10,0,hotel_1
296,2236,6330,4,0,hotel_1
297,2237,6330,8,0,hotel_1
298,2238,6330,10,0,hotel_1
299,2239,6332,4,0,hotel_1
300,2240,6332,8,0,hotel_1
301,2241,6332,10,0,hotel_1
302,2242,6334,4,0,hotel_1
303,2243,6334,8,0,hotel_1
304,2244,6334,10,0,hotel_1
305,2245,6335,4,0,hotel_1
306,2246,6335,8,0,hotel_1
307,2247,6336,4,0,hotel_1
308,2248,6336,8,0,hotel_1
309,2249,6341,6,0,hotel_1
310,2250,6341,10,0,hotel_1
311,2251,6342,9,0,hotel_1
312,2252,6343,9,0,hotel_1
313,2253,6344,4,0,hotel_1
314,2254,6344,7,0,hotel_1
315,2255,6345,9,0,hotel_1
316,2256,6346,6,0,hotel_1
317,2257,6348,10,0,hotel_1
318,2258,6348,8,0,hotel_1
319,2259,6349,10,0,hotel_1
320,2260,6349,8,0,hotel_1
321,2261,6354,9,0,hotel_1
322,2262,6355,6,0,hotel_1
323,2263,6358,0,1,hotel_1
324,2264,6358,7,0,hotel_1
325,2265,6358,9,0,hotel_1
326,2266,6360,12,0,hotel_1
327,2267,6360,6,0,hotel_1
328,2268,6361,6,0,hotel_1
329,2269,6361,12,0,hotel_1
330,2270,6364,12,0,hotel_1
331,2271,6365,13,0,hotel_1
332,2272,6366,3,0,hotel_1
333,2273,6366,5,0,hotel_1
334,2274,6367,4,0,hotel_1
335,2275,6367,6,0,hotel_1
336,2276,6367,10,0,hotel_1
337,2277,6368,8,0,hotel_1
338,2278,6370,12,0,hotel_1
339,2279,6371,13,0,hotel_1
340,2280,6380,7,0,hotel_1
341,2281,6380,9,0,hotel_1
342,2282,6380,9,0,hotel_1
343,2283,6380,14,0,hotel_1
344,2284,6381,7,0,hotel_1
345,2285,6381,9,0,hotel_1
346,2286,6382,0,1,hotel_1
347,2287,6383,7,0,hotel_1
348,2288,6383,9,0,hotel_1
349,2289,6384,7,0,hotel_1
350,2290,6388,2,0,hotel_1
351,2291,6390,10,0,hotel_1
352,2292,6390,16,0,hotel_1
353,2293,6391,10,0,hotel_1
354,2294,6391,16,0,hotel_1
355,2295,6392,10,0,hotel_1
356,2296,6392,16,0,hotel_1
357,2297,6394,10,0,hotel_1
358,2298,6394,16,0,hotel_1
359,2299,6395,10,0,hotel_1
360,2300,6395,16,0,hotel_1
361,2301,6396,7,0,hotel_1
362,2302,6397,10,0,hotel_1
363,2303,6397,16,0,hotel_1
364,2304,6398,7,0,hotel_1
365,2305,6399,3,0,hotel_1
366,2306,6399,0,1,hotel_1
367,2307,6400,4,0,hotel_1
368,2308,6401,3,0,hotel_1
369,2309,6404,3,0,hotel_1
370,2310,6416,10,0,hotel_1
371,2311,6416,16,0,hotel_1
372,2312,6426,7,0,hotel_1
373,2313,6426,11,0,hotel_1
374,2314,6428,7,0,hotel_1
375,2315,6428,11,0,hotel_1
376,2316,6429,9,0,hotel_1
377,2317,6434,6,0,hotel_1
378,2318,6437,3,0,hotel_1
379,2319,6439,7,0,hotel_1
380,2320,6440,0,1,hotel_1
381,2321,6441,4,0,hotel_1
382,2322,6442,7,0,hotel_1
383,2323,6444,0,1,hotel_1
384,2324,6449,9,0,hotel_1
385,2325,6451,9,0,hotel_1
386,2326,6453,11,0,hotel_1
387,2327,6454,5,0,hotel_1
388,2328,6454,10,0,hotel_1
389,2329,6455,5,0,hotel_1
390,2330,6455,10,0,hotel_1
391,2331,6463,12,0,hotel_1
392,2332,6469,13,0,hotel_1
393,2333,6491,11,0,hotel_1
394,2334,6492,11,0,hotel_1
395,2335,6498,8,0,hotel_1
396,2336,6498,12,0,hotel_1
397,2337,6500,8,0,hotel_1
398,2338,6500,12,0,hotel_1
399,2339,6501,8,0,hotel_1
400,2340,6502,16,0,hotel_1
401,2341,6504,8,0,hotel_1
402,2342,6504,12,0,hotel_1
403,2343,6506,8,0,hotel_1
404,2344,6506,12,0,hotel_1
405,2345,6507,8,0,hotel_1
406,2346,6507,12,0,hotel_1
407,2347,6510,8,0,hotel_1
408,2348,6510,12,0,hotel_1
409,2349,6511,8,0,hotel_1
410,2350,6511,12,0,hotel_1
411,2351,6512,8,0,hotel_1
412,2352,6512,12,0,hotel_1
413,2353,6514,11,0,hotel_1
414,2354,6516,2,0,hotel_1
415,2355,6516,5,0,hotel_1
416,2356,6517,14,0,hotel_1
417,2357,6520,4,0,hotel_1
418,2358,6520,1,0,hotel_1
419,2359,6529,10,0,hotel_1
420,2360,6529,13,0,hotel_1
421,2361,6531,12,0,hotel_1
422,2362,6531,6,0,hotel_1
423,2363,6533,10,0,hotel_1
424,2364,6533,13,0,hotel_1
425,2365,6538,2,0,hotel_1
426,2366,6538,5,0,hotel_1
427,2367,6538,8,0,hotel_1
428,2368,6544,15,0,hotel_1
429,2369,6545,2,1,hotel_1
430,2370,6545,8,0,hotel_1
431,2371,6545,5,0,hotel_1
432,2372,6546,10,0,hotel_1
433,2373,6546,11,0,hotel_1
434,2374,6546,7,0,hotel_1
435,2375,6548,7,0,hotel_1
436,2376,6548,10,0,hotel_1
437,2377,6549,7,0,hotel_1
438,2378,6549,10,0,hotel_1
439,2379,6551,15,0,hotel_1
440,2380,6552,8,0,hotel_1
441,2381,6552,2,1,hotel_1
442,2382,6552,5,0,hotel_1
443,2383,6555,8,0,hotel_1
444,2384,6555,2,1,hotel_1
445,2385,6555,5,0,hotel_1
446,2386,6556,8,0,hotel_1
447,2387,6556,2,1,hotel_1
448,2388,6556,5,0,hotel_1
449,2389,6558,2,1,hotel_1
450,2390,6559,8,0,hotel_1
451,2391,6559,2,1,hotel_1
452,2392,6559,5,0,hotel_1
453,2393,6560,10,0,hotel_1
454,2394,6560,11,0,hotel_1
455,2395,6560,7,0,hotel_1
456,2396,6563,8,0,hotel_1
457,2397,6563,2,1,hotel_1
458,2398,6563,5,0,hotel_1
459,2399,6564,8,0,hotel_1
460,2400,6564,2,1,hotel_1
461,2401,6564,5,0,hotel_1
462,2402,6565,2,0,hotel_1
463,2403,6566,6,0,hotel_1
464,2404,6566,9,0,hotel_1
465,2405,6568,12,0,hotel_1
466,2406,6568,9,0,hotel_1
467,2407,6573,7,0,hotel_1
468,2408,6573,7,0,hotel_1
469,2409,6573,6,0,hotel_1
470,2410,6573,1,1,hotel_1
471,2411,6588,12,0,hotel_1
472,2412,6588,8,0,hotel_1
473,2413,6588,5,0,hotel_1
474,2414,6589,3,0,hotel_1
475,2415,6592,7,0,hotel_1
476,2416,6592,7,0,hotel_1
477,2417,6593,0,0,hotel_1
478,2418,6593,2,1,hotel_1
479,2419,6594,7,0,hotel_1
480,2420,6594,7,0,hotel_1
481,2421,6595,7,0,hotel_1
482,2422,6595,7,0,hotel_1
483,2423,6596,7,0,hotel_1
484,2424,6596,7,0,hotel_1
485,2425,6598,3,0,hotel_1
486,2426,6599,7,0,hotel_1
487,2427,6599,7,0,hotel_1
488,2428,6600,7,0,hotel_1
489,2429,6600,7,0,hotel_1
490,2430,6601,7,0,hotel_1
491,2431,6601,7,0,hotel_1
492,2432,6602,7,0,hotel_1
493,2433,6602,7,0,hotel_1
494,2434,6605,3,0,hotel_1
495,2435,6606,4,0,hotel_1
496,2436,6606,7,0,hotel_1
497,2442,6629,3,0,hotel_1
498,2443,6629,11,0,hotel_1
499,2444,6630,6,0,hotel_1
500,2445,6630,6,0,hotel_1
501,2446,6631,8,0,hotel_1
502,2447,6631,11,0,hotel_1
503,2448,6635,5,0,hotel_1
504,2449,6650,0,0,hotel_1
505,2450,6651,2,0,hotel_1
506,2451,6778,6,0,hotel_1
507,2452,6778,7,0,hotel_1
508,2453,6890,6,0,hotel_1
509,2454,6890,7,0,hotel_1
510,2455,6891,4,0,hotel_1
511,2456,6891,8,0,hotel_1
512,2457,6892,10,0,hotel_1
513,2458,6897,13,0,hotel_1
514,2459,6898,11,0,hotel_1
515,2460,6899,11,0,hotel_1
516,2461,6900,6,0,hotel_1
517,2462,6900,7,0,hotel_1
518,2463,6901,5,0,hotel_1
519,2464,6902,5,0,hotel_1
520,2465,6904,6,0,hotel_1
521,2466,6904,7,0,hotel_1
522,2467,6906,6,0,hotel_1
523,2468,6906,7,0,hotel_1
524,2469,6907,6,0,hotel_1
525,2470,6907,7,0,hotel_1
526,2471,6908,6,0,hotel_1
527,2472,6908,15,0,hotel_1
528,2473,6908,17,0,hotel_1
529,2474,7043,2,0,hotel_1
530,2475,7043,1,0,hotel_1
531,2476,7044,2,0,hotel_1
532,2477,7044,1,0,hotel_1
533,2478,7046,4,0,hotel_1
534,2479,7046,8,0,hotel_1
535,2480,7049,8,0,hotel_1
536,2481,7053,7,0,hotel_1
537,2482,7053,9,0,hotel_1
538,2483,7054,7,0,hotel_1
539,2484,7056,7,0,hotel_1
540,2485,7056,9,0,hotel_1
541,2486,7057,7,0,hotel_1
542,2487,7057,12,0,hotel_1
543,2488,7058,7,0,hotel_1
544,2489,7060,6,0,hotel_1
545,2490,7060,9,0,hotel_1
546,2491,7064,6,0,hotel_1
547,2492,7064,9,0,hotel_1
548,2493,7066,2,1,hotel_1
549,2496,7077,11,0,hotel_1
550,2497,7078,2,1,hotel_1
551,2498,7091,2,1,hotel_1
552,2499,7094,12,0,hotel_1
553,2500,7095,12,0,hotel_1
554,2501,7096,10,0,hotel_1
555,2502,7097,12,0,hotel_1
556,2503,7097,14,0,hotel_1
557,2504,7099,12,0,hotel_1
558,2505,7099,14,0,hotel_1
559,2506,7102,12,0,hotel_1
560,2507,7102,14,0,hotel_1
561,2508,7104,7,0,hotel_1
562,2509,7104,10,0,hotel_1
563,2510,7105,5,0,hotel_1
564,2511,7105,7,0,hotel_1
565,2512,7111,5,0,hotel_1
566,2513,7111,7,0,hotel_1
567,2514,7121,5,0,hotel_1
568,2515,7121,7,0,hotel_1
569,2516,7123,15,0,hotel_1
570,2517,7123,13,0,hotel_1
571,2518,7126,5,0,hotel_1
572,2519,7126,7,0,hotel_1
573,2520,7129,5,0,hotel_1
574,2521,7129,7,0,hotel_1
575,2522,7132,5,0,hotel_1
576,2523,7132,7,0,hotel_1
577,2524,7136,1,0,hotel_1
578,2525,7136,4,0,hotel_1
579,2526,7139,8,0,hotel_1
580,2527,7139,10,0,hotel_1
581,2528,7140,8,0,hotel_1
582,2529,7140,10,0,hotel_1
583,2530,7141,8,0,hotel_1
584,2531,7141,10,0,hotel_1
585,2532,7143,7,0,hotel_1
586,2533,7143,7,0,hotel_1
587,2534,7145,6,0,hotel_1
588,2535,7145,12,0,hotel_1
589,2536,7165,10,0,hotel_1
590,2537,7165,6,0,hotel_1
591,2538,7172,6,0,hotel_1
592,2539,7176,16,0,hotel_1
593,2540,7179,6,0,hotel_1
594,2541,7179,2,0,hotel_1
595,2542,7181,6,0,hotel_1
596,2543,7182,16,0,hotel_1
597,2544,7184,17,0,hotel_1
598,2545,7192,16,0,hotel_1
599,2546,7194,8,0,hotel_1
600,2547,7194,10,0,hotel_1
601,2548,7197,7,0,hotel_1
602,2549,7197,10,0,hotel_1
603,2550,7198,7,0,hotel_1
604,2551,7198,10,0,hotel_1
605,2552,7201,3,0,hotel_1
606,2553,7202,10,0,hotel_1
607,2554,7215,7,0,hotel_1
608,2555,7215,10,0,hotel_1
609,2556,7222,5,0,hotel_1
610,2557,7222,7,0,hotel_1
611,2558,7224,7,0,hotel_1
612,2559,7224,10,0,hotel_1
613,2560,7228,7,0,hotel_1
614,2561,7233,10,0,hotel_1
615,2562,7233,16,0,hotel_1
616,2563,7242,1,0,hotel_1
617,2564,7242,10,0,hotel_1
618,2565,7253,6,0,hotel_1
619,2566,7256,2,0,hotel_1
620,2567,7256,5,0,hotel_1
621,2568,7256,8,0,hotel_1
622,2569,7257,0,0,hotel_1
623,2570,7257,5,0,hotel_1
624,2571,7260,11,0,hotel_1
625,2572,7261,1,1,hotel_1
626,2573,7265,14,0,hotel_1
627,2574,7266,14,0,hotel_1
628,2575,7266,14,0,hotel_1
629,2576,7269,2,0,hotel_1
630,2577,7269,0,1,hotel_1
631,2578,7272,11,0,hotel_1
632,2579,7272,12,0,hotel_1
633,2580,7273,17,0,hotel_1
634,2581,7278,6,0,hotel_1
635,2582,7282,8,0,hotel_1
636,2583,7282,12,0,hotel_1
637,2584,7283,12,0,hotel_1
638,2585,7283,14,0,hotel_1
639,2586,7284,8,0,hotel_1
640,2587,7284,12,0,hotel_1
641,2588,7296,17,0,hotel_1
642,2589,7296,17,0,hotel_1
643,2590,7297,17,0,hotel_1
644,2591,7298,17,0,hotel_1
645,2592,7299,6,0,hotel_1
646,2593,7299,6,0,hotel_1
647,2594,7303,6,0,hotel_1
648,2595,7303,4,0,hotel_1
649,2596,7309,17,0,hotel_1
650,2597,7310,8,0,hotel_1
651,2598,7310,14,0,hotel_1
652,2599,7311,17,0,hotel_1
653,2600,7312,10,0,hotel_1
654,2601,7313,10,0,hotel_1
655,2602,7314,10,0,hotel_1
656,2603,7315,10,0,hotel_1
657,2604,7316,10,0,hotel_1
658,2605,7317,10,0,hotel_1
659,2606,7318,10,0,hotel_1
660,2607,7319,10,0,hotel_1
661,2608,7320,10,0,hotel_1
662,2609,7321,10,0,hotel_1
663,2610,7322,10,0,hotel_1
664,2611,7323,10,0,hotel_1
665,2612,7324,10,0,hotel_1
666,2614,7327,5,0,hotel_1
667,2616,7331,16,0,hotel_1
668,2617,7331,13,0,hotel_1
669,2618,7344,13,0,hotel_1
670,2619,7344,16,0,hotel_1
671,2620,7345,13,0,hotel_1
672,2621,7346,16,0,hotel_1
673,2622,7350,13,0,hotel_1
674,2623,7351,16,0,hotel_1
675,2624,7365,5,0,hotel_1
676,2625,7366,7,0,hotel_1
677,2626,7366,7,0,hotel_1
678,2627,7368,7,0,hotel_1
679,2628,7368,7,0,hotel_1
680,2629,7370,7,0,hotel_1
681,2630,7370,7,0,hotel_1
682,2631,7372,1,0,hotel_1
683,2632,7372,5,0,hotel_1
684,2633,7373,13,0,hotel_1
685,2634,7375,7,0,hotel_1
686,2635,7375,7,0,hotel_1
687,2636,7376,13,0,hotel_1
688,2637,7382,7,0,hotel_1
689,2638,7387,8,0,hotel_1
690,2639,7387,12,0,hotel_1
691,2640,7399,5,0,hotel_1
692,2641,7399,7,0,hotel_1
693,2642,7403,12,0,hotel_1
694,2643,7403,15,0,hotel_1
695,2644,7408,2,0,hotel_1
696,2645,7412,5,0,hotel_1
697,2646,7412,7,0,hotel_1
698,2647,7415,10,0,hotel_1
699,2648,7415,8,0,hotel_1
700,2649,7417,5,0,hotel_1
701,2650,7417,7,0,hotel_1
702,2651,7419,5,0,hotel_1
703,2652,7419,7,0,hotel_1
704,2653,7421,5,0,hotel_1
705,2654,7421,7,0,hotel_1
706,2655,7422,16,0,hotel_1
707,2656,7426,7,0,hotel_1
708,2657,7426,11,0,hotel_1
709,2660,7432,13,0,hotel_1
710,2661,7432,9,0,hotel_1
711,2662,7436,5,0,hotel_1
712,2663,7436,7,0,hotel_1
713,2664,7442,0,1,hotel_1
714,2665,7445,9,0,hotel_1
715,2666,7445,6,0,hotel_1
716,2667,7452,14,0,hotel_1
717,2668,7452,12,0,hotel_1
718,2669,7456,6,0,hotel_1
719,2670,7456,11,0,hotel_1
720,2671,7460,14,0,hotel_1
721,2672,7462,14,0,hotel_1
722,2673,7464,14,0,hotel_1
723,2674,7466,14,0,hotel_1
724,2675,7489,7,0,hotel_1
725,2676,7489,11,0,hotel_1
726,2677,7490,4,0,hotel_1
727,2678,7490,7,0,hotel_1
728,2679,7492,5,0,hotel_1
729,2680,7492,7,0,hotel_1
730,2681,7493,5,0,hotel_1
731,2682,7493,7,0,hotel_1
732,2683,7501,8,0,hotel_1
733,2684,7506,11,0,hotel_1
734,2685,7507,8,0,hotel_1
735,2686,7507,12,0,hotel_1
736,2687,7507,14,0,hotel_1
737,2688,7508,11,0,hotel_1
738,2689,7509,8,0,hotel_1
739,2690,7509,12,0,hotel_1
740,2691,7509,14,0,hotel_1
741,2692,7510,11,0,hotel_1
742,2693,7511,8,0,hotel_1
743,2694,7511,12,0,hotel_1
744,2695,7511,14,0,hotel_1
745,2696,7512,11,0,hotel_1
746,2697,7513,8,0,hotel_1
747,2698,7513,12,0,hotel_1
748,2699,7513,14,0,hotel_1
749,2700,7514,11,0,hotel_1
750,2701,7517,11,0,hotel_1
751,2702,7530,14,0,hotel_1
752,2703,7533,1,1,hotel_1
753,2704,7535,2,1,hotel_1
754,2705,7542,6,0,hotel_1
755,2706,7542,8,0,hotel_1
756,2707,7542,14,0,hotel_1
757,2708,7547,6,0,hotel_1
758,2709,7547,9,0,hotel_1
759,2710,7547,13,0,hotel_1
760,2711,7547,15,0,hotel_1
761,2712,7548,6,0,hotel_1
762,2713,7548,9,0,hotel_1
763,2714,7549,13,0,hotel_1
764,2715,7549,15,0,hotel_1
765,2716,7550,6,0,hotel_1
766,2717,7550,9,0,hotel_1
767,2718,7551,13,0,hotel_1
768,2719,7551,15,0,hotel_1
769,2720,7553,7,0,hotel_1
770,2721,7553,11,0,hotel_1
771,2722,7554,8,0,hotel_1
772,2723,7556,12,0,hotel_1
773,2724,7557,3,0,hotel_1
774,2725,7567,9,0,hotel_1
