,search_log_id,total_price_final,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,redeemed_loyalty_points_total,hotel_id
0,129649,82653.2,112607.2,0.0,0,11260.0,18694.0,hotel_3
1,129640,161892.0,185435.56,0.0,0,18543.56,5000.0,hotel_3
2,129730,85117.0,122352.22,0.0,0,12235.22,25000.0,hotel_3
3,129772,1700.0,141700.0,0.0,140000,0.0,0.0,hotel_3
4,129888,177358.0,197064.44,0.0,0,19706.44,0.0,hotel_3
5,129892,73045.0,117231.56,0.0,0,12882.56,31304.0,hotel_3
6,129894,520.42,444.82,75.6,0,0.0,0.0,hotel_3
7,129955,200228.0,230564.89,0.0,0,25336.89,5000.0,hotel_3
8,129966,207.9,231.0,0.0,0,23.1,0.0,hotel_3
9,129998,316080.0,316080.0,0.0,0,0.0,0.0,hotel_3
10,130000,163545.0,187272.22,0.0,0,18727.22,5000.0,hotel_3
11,130065,142657.0,158507.78,0.0,0,15850.78,0.0,hotel_3
12,130102,140344.0,155937.78,0.0,0,15593.78,0.0,hotel_3
13,130568,173459.0,200491.0,0.0,0,22032.0,5000.0,hotel_3
14,130563,169053.0,193392.22,0.0,0,19339.22,5000.0,hotel_3
15,130581,203796.0,226440.0,0.0,0,22644.0,0.0,hotel_3
16,130620,99896.0,143820.0,0.0,0,14382.0,29542.0,hotel_3
17,130637,122176.0,170640.0,13600.0,0,17064.0,45000.0,hotel_3
18,130722,98094.0,114548.89,0.0,0,11454.89,5000.0,hotel_3
19,130761,129946.0,149940.0,0.0,0,14994.0,5000.0,hotel_3
20,130944,70593.0,91334.78,0.0,0,10036.78,10705.0,hotel_3
21,130950,136808.0,159120.0,0.0,0,15912.0,6400.0,hotel_3
22,130959,118930.0,137700.0,0.0,0,13770.0,5000.0,hotel_3
23,130985,180000.0,180000.0,0.0,0,0.0,0.0,hotel_3
24,131052,92048.0,102275.56,0.0,0,10227.56,0.0,hotel_3
25,131060,92204.0,103587.22,0.0,0,11383.22,0.0,hotel_3
26,131077,143787.0,157679.44,0.0,0,13892.44,0.0,hotel_3
27,131095,153355.0,175950.0,0.0,0,17595.0,5000.0,hotel_3
28,131129,78281.0,93562.56,0.0,0,10281.56,5000.0,hotel_3
29,131130,83281.0,93562.56,0.0,0,10281.56,0.0,hotel_3
30,131131,78281.0,93562.6,0.0,0,10281.6,0.0,hotel_3
31,131600,372901.0,443307.11,0.0,0,48715.11,21691.0,hotel_3
32,131665,553.1,614.5600000000001,0.0,0,61.46,0.0,hotel_3
33,131670,212382.0,235980.0,0.0,0,23598.0,0.0,hotel_3
34,131672,86751.0,139230.0,0.0,0,15300.0,37179.0,hotel_3
