"search_log_id";"total_price_final";"rooms_total_price";"upsell_total_price";"vouchers_total_price";"loyalty_discount_total";"redeemed_loyalty_points_total"
"114358";"55421";"65201.17";"0.00";"0";"9780.17";"0.00"
"114367";"309304";"361080";"3500.00";"0";"36108.00";"19168.00"
"114645";"596160";"662400";"0.00";"0";"66240.00";"0.00"
"114646";"198288";"220320";"0.00";"0";"22032.00";"0.00"
"114650";"179518";"205020";"0.00";"0";"20502.00";"5000.00"
"114780";"235545";"277111.77";"0.00";"0";"41566.77";"0.00"
"114812";"413.1";"459";"0.00";"0";"45.90";"0.00"
"114825";"78242";"86935.55";"0.00";"0";"8693.55";"0.00"
"114830";"1411.56";"1411.56";"0.00";"0";"0.00";"0.00"
"114851";"192.5";"328.92";"0.00";"0";"53.92";"82.50"
"115003";"288131";"373680";"0.00";"0";"37368.00";"48181.00"
"115031";"143146";"201593";"0.00";"0";"33048.00";"25399.00"
"115060";"1046.52";"1162.8";"0.00";"0";"116.28";"0.00"
"115103";"142088";"205020";"0.00";"0";"20502.00";"42430.00"
"115102";"128761";"143067.78";"0.00";"0";"14306.78";"0.00"
"115124";"305856";"339840";"0.00";"0";"33984.00";"0.00"
"115145";"69165";"76850";"0.00";"0";"7685.00";"0.00"
"115189";"315760";"356400";"0.00";"0";"35640.00";"5000.00"
"115270";"144840";"195274.12";"0.00";"0";"32012.12";"18422.00"
"115271";"867.5";"974.6";"0.00";"0";"107.10";"0.00"
"115548";"208672";"208080";"26400.00";"0";"20808.00";"5000.00"
"115750";"235.36";"278.46000000000004";"0.00";"0";"30.60";"12.50"
"115764";"111999";"115165.56";"8350.00";"0";"11516.56";"0.00"
"115774";"420.75";"420.75";"0.00";"0";"0.00";"0.00"
"115772";"189669";"210743.33000000002";"0.00";"0";"21074.33";"0.00"
"115793";"99055";"129212.22";"0.00";"0";"12921.22";"17236.00"
"115806";"127815";"147572.22";"0.00";"0";"14757.22";"0.00"
"115850";"183217";"195902.35";"16700.00";"0";"29385.35";"0.00"
"115985";"103649";"115165.6";"0.00";"0";"11516.60";"0.00"
"115995";"327766";"356184.44";"12200.00";"0";"35618.44";"5000.00"
"116003";"425";"425";"0.00";"0";"0.00";"0.00"
"116039";"247860";"275400";"0.00";"0";"27540.00";"0.00"
"116042";"264384";"293760";"0.00";"0";"29376.00";"0.00"
"116063";"152681";"171530.56";"0.00";"0";"18849.56";"0.00"
"116078";"606";"606";"0.00";"0";"0.00";"0.00"
"116075";"339250";"382500";"0.00";"0";"38250.00";"5000.00"
"116082";"745189";"833543.33";"0.00";"0";"83354.33";"5000.00"
"116097";"221048";"253955.22";"0.00";"0";"27907.22";"5000.00"
"116320";"154224";"171360";"0.00";"0";"17136.00";"0.00"
"116347";"236954";"263282.22";"0.00";"0";"26328.22";"0.00"
"116400";"465646";"517384.44";"0.00";"0";"51738.44";"0.00"
"116422";"207.77";"230.86";"0.00";"0";"23.09";"0.00"
"116432";"132192";"146880";"0.00";"0";"14688.00";"0.00"
"116460";"580.28";"644.76";"0.00";"0";"64.48";"0.00"
"116464";"168998";"195479.22";"0.00";"0";"21481.22";"5000.00"
"116523";"415.9";"476";"0.00";"0";"47.60";"12.50"
"116548";"139506";"139506";"0.00";"0";"0.00";"0.00"
"116568";"246825";"279805.56";"0.00";"0";"27980.56";"5000.00"
"116613";"165240";"183600";"0.00";"0";"18360.00";"0.00"
"116627";"448308";"503675.56";"0.00";"0";"50367.56";"5000.00"
"116678";"334.3";"417.69";"0.00";"0";"45.90";"37.49"
"116677";"204387";"280908.23";"0.00";"0";"42136.23";"34385.00"
"116708";"277601";"308445.56";"0.00";"0";"30844.56";"0.00"
"116725";"111762";"169473.46";"0.00";"0";"27782.46";"29929.00"
"116733";"164646";"188495.56";"0.00";"0";"18849.56";"5000.00"
"116757";"92161";"109156.22";"0.00";"0";"11995.22";"5000.00"
"116765";"97161";"109156.22";"0.00";"0";"11995.22";"0.00"
"116776";"97161";"109156.22";"0.00";"0";"11995.22";"0.00"
"116796";"146215";"161350";"6000.00";"0";"16135.00";"5000.00"
"116831";"160391";"198795.89";"0.00";"0";"20925.89";"17479.00"
"116828";"358.53";"412.26";"0.00";"0";"41.23";"12.50"
"116869";"459478";"589356.4";"0.00";"0";"88403.40";"41475.00"
"116883";"374544";"374544";"0.00";"0";"0.00";"0.00"
"116917";"119657";"119952.22";"16700.00";"0";"11995.22";"5000.00"
"117367";"223380";"223380";"0.00";"0";"0.00";"0.00"
"117372";"231060";"231060";"0.00";"0";"0.00";"0.00"
"117379";"231060";"256733.33000000002";"0.00";"0";"25673.33";"0.00"
"117392";"717.88";"905.31";"0.00";"0";"148.41";"39.02"
"117482";"255816";"255816";"0.00";"0";"0.00";"0.00"
"117491";"128844";"150368";"0.00";"0";"16524.00";"5000.00"
"117490";"221344";"240604.44";"4800.00";"0";"24060.44";"0.00"
"117470";"185512";"211680";"0.00";"0";"21168.00";"5000.00"
"117795";"179781";"215032.23";"0.00";"0";"35251.23";"0.00"
"117902";"58844";"70937.78";"0.00";"0";"7093.78";"5000.00"
"117927";"889920";"889920";"0.00";"0";"0.00";"0.00"
"117944";"342046";"384274";"0.00";"0";"42228.00";"0.00"
"117952";"126023";"161029.48";"0.00";"0";"35006.48";"0.00"
"117971";"328.95";"365.5";"0.00";"0";"36.55";"0.00"
"118024";"387.58";"516";"0.00";"0";"103.20";"25.22"
"118019";"176256";"195840";"0.00";"0";"19584.00";"0.00"
"118041";"622.71";"691.9000000000001";"0.00";"0";"69.19";"0.00"
"118066";"157529";"175032.22";"0.00";"0";"17503.22";"0.00"
"118092";"371.78";"475.04999999999995";"0.00";"0";"103.27";"0.00"
"118140";"523.26";"587.86";"0.00";"0";"64.60";"0.00"
"118145";"527.71";"600.23";"0.00";"0";"60.02";"12.50"
"118149";"128336";"142595.56";"0.00";"0";"14259.56";"0.00"
"118182";"240975";"283500";"0.00";"0";"42525.00";"0.00"
"118194";"203494";"231660";"0.00";"0";"23166.00";"5000.00"
"118202";"183.6";"183.6";"0.00";"0";"0.00";"0.00"
"118205";"81371";"90412.22";"0.00";"0";"9041.22";"0.00"
"118225";"893.37";"1051.02";"0.00";"0";"157.65";"0.00"
"118261";"431.33";"493.14";"0.00";"0";"49.31";"12.50"
"118235";"782.69";"869.6600000000001";"0.00";"0";"86.97";"0.00"
"118273";"769246";"904995.29";"0.00";"0";"135749.29";"0.00"
"118546";"210869";"267322";"0.00";"0";"29376.00";"27077.00"
"118594";"781.92";"868.8";"0.00";"0";"86.88";"0.00"
"118831";"283968";"283968";"0.00";"0";"0.00";"0.00"
"118835";"1069.78";"1188.6399999999999";"0.00";"0";"118.86";"0.00"
"118827";"298128";"331253.33";"0.00";"0";"33125.33";"0.00"
"118859";"132633";"169475.48";"0.00";"0";"36842.48";"0.00"
"118891";"200334";"217260";"4800.00";"0";"21726.00";"0.00"
"118882";"486";"540";"0.00";"0";"54.00";"0.00"
"118989";"389.06";"457.72";"0.00";"0";"68.66";"0.00"
"119036";"298128";"331253.33";"0.00";"0";"33125.33";"0.00"
"119124";"942.14";"942.14";"0.00";"0";"0.00";"0.00"
"119126";"375921";"417690";"0.00";"0";"41769.00";"0.00"
"119147";"152011";"203276";"0.00";"0";"22338.00";"28927.00"
"119170";"269.89";"303.21";"0.00";"0";"33.32";"0.00"
"119186";"269.89";"303.21";"0.00";"0";"33.32";"0.00"
"119202";"399838";"449820";"0.00";"0";"44982.00";"5000.00"
"119238";"222105";"252450";"0.00";"0";"25245.00";"5100.00"
"119313";"464.1";"464.1";"0.00";"0";"0.00";"0.00"
"119504";"253144";"333033.33";"0.00";"0";"33303.33";"46586.00"
"119874";"177404";"229707.78";"0.00";"0";"22970.78";"29333.00"
"119904";"1040.39";"1169.88";"0.00";"0";"116.99";"12.50"
"119903";"475.2";"528";"0.00";"0";"52.80";"0.00"
"119948";"188924";"209915.56";"0.00";"0";"20991.56";"0.00"
"120118";"316667";"357407.78";"0.00";"0";"35740.78";"5000.00"
"120222";"87175";"111175";"0.00";"0";"12217.00";"11783.00"
"120228";"179696";"290331.77";"0.00";"0";"43549.77";"67086.00"
"120243";"39363";"49839.89";"0.00";"0";"5476.89";"5000.00"
"120265";"87650";"98471";"0.00";"0";"10821.00";"0.00"
"120277";"782.38";"956.4";"0.00";"0";"95.64";"78.38"
"120315";"259426";"259426";"0.00";"0";"0.00";"0.00"
"120731";"172942";"168380";"26400.00";"0";"16838.00";"5000.00"
"120768";"544879";"544879";"0.00";"0";"0.00";"0.00"
"120808";"718.31";"798.1199999999999";"0.00";"0";"79.81";"0.00"
"120812";"266037";"295596";"0.00";"0";"29559.00";"0.00"
"120825";"255816";"255816";"0.00";"0";"0.00";"0.00"
"120831";"276066";"290712.44";"17300.00";"0";"31946.44";"0.00"
"120847";"285275";"279805.56";"33450.00";"0";"27980.56";"0.00"
"120901";"142284";"174530";"0.00";"0";"17453.00";"14793.00"
"120942";"573.86";"686";"0.00";"0";"68.60";"0.00"
"121050";"141420";"151244.44";"5300.00";"0";"15124.44";"0.00"
"121101";"145044";"145044";"0.00";"0";"0.00";"0.00"
"121124";"292.38";"292.38";"0.00";"0";"0.00";"0.00"
"121151";"88600";"88600";"0.00";"0";"0.00";"0.00"
"121173";"475.2";"528";"0.00";"0";"52.80";"0.00"
"121201";"1512.46";"1694.4";"0.00";"0";"169.44";"12.50"
"121219";"379850";"395253.22";"26400.00";"0";"41803.22";"0.00"
"121255";"129624";"123624";"6000.00";"0";"0.00";"0.00"
"121309";"158360";"181511.11";"0.00";"0";"18151.11";"5000.00"
"121610";"109143";"126825.56";"0.00";"0";"12682.56";"5000.00"
"121625";"356461";"395413";"9500.00";"0";"43452.00";"5000.00"
"121747";"151856";"151856";"0.00";"0";"0.00";"0.00"
"121782";"1929.7";"2144.1099999999997";"0.00";"0";"214.41";"0.00"
"121783";"720024";"720024";"0.00";"0";"0.00";"0.00"
"121826";"140827";"164279.66999999998";"0.00";"0";"18052.67";"5400.00"
"121846";"265195";"317194";"0.00";"0";"51999.00";"0.00"
"121888";"174534";"205400";"0.00";"0";"20540.00";"10326.00"
"121886";"179860";"205400";"0.00";"0";"20540.00";"5000.00"
"121921";"235082";"235082";"0.00";"0";"0.00";"0.00"
"121968";"629.94";"707.71";"0.00";"0";"77.77";"0.00"
"121985";"528";"528";"0.00";"0";"0.00";"0.00"
"122006";"187272";"220320";"0.00";"0";"33048.00";"0.00"
"121994";"545.81";"545.81";"0.00";"0";"0.00";"0.00"
"122100";"208692";"208692";"0.00";"0";"0.00";"0.00"
"122182";"497.42";"594.96";"0.00";"0";"97.54";"0.00"
"122174";"217082";"246757.78";"0.00";"0";"24675.78";"5000.00"
"122207";"129083";"150636.44";"0.00";"0";"16553.44";"5000.00"
"122230";"224158";"280197.52";"0.00";"0";"56039.52";"0.00"
"122250";"147222";"184027.52";"0.00";"0";"36805.52";"0.00"
"122983";"228282";"228282";"0.00";"0";"0.00";"0.00"
"123171";"238895";"274005.44";"0.00";"0";"30110.44";"5000.00"
"123185";"176764";"201960";"0.00";"0";"20196.00";"5000.00"
"123192";"250614";"250614";"0.00";"0";"0.00";"0.00"
"123186";"241758";"320075.56";"0.00";"0";"32007.56";"46310.00"
"123195";"508.54";"819";"0.00";"0";"122.85";"187.61"
"123211";"173684";"217260";"0.00";"0";"21726.00";"21850.00"
"123243";"845.28";"939.1999999999999";"0.00";"0";"93.92";"0.00"
"123279";"172889";"199850.66999999998";"0.00";"0";"21961.67";"5000.00"
"123888";"337090";"374544.44";"0.00";"0";"37454.44";"0.00"
"123886";"259280";"293644.44";"0.00";"0";"29364.44";"5000.00"
"124145";"93855";"110417.66";"0.00";"0";"16562.66";"0.00"
"124155";"149940";"149940";"0.00";"0";"0.00";"0.00"
"124226";"189929";"211032.22";"0.00";"0";"21103.22";"0.00"
"124246";"161184";"185760";"0.00";"0";"18576.00";"6000.00"
"124253";"183429";"211032.22";"0.00";"0";"21103.22";"6500.00"
"124269";"486770";"591287.78";"0.00";"0";"59128.78";"45389.00"
"124283";"528";"528";"0.00";"0";"0.00";"0.00"
"124303";"166342";"184824.44";"0.00";"0";"18482.44";"0.00"
"124319";"765";"765";"0.00";"0";"0.00";"0.00"
"124413";"111812";"124235.56";"0.00";"0";"12423.56";"0.00"
"124416";"625.44";"1022.7099999999999";"0.00";"0";"167.66";"229.61"
"124428";"357.64";"427.77";"0.00";"0";"70.13";"0.00"
"124454";"138208";"159120";"0.00";"0";"15912.00";"5000.00"
"124463";"76371";"90412.22";"0.00";"0";"9041.22";"5000.00"
"124528";"248664";"282960";"0.00";"0";"28296.00";"6000.00"
"124551";"171273";"222768";"0.00";"0";"24480.00";"27015.00"
"124840";"787.95";"875.5";"0.00";"0";"87.55";"0.00"
"125086";"459000";"459000";"0.00";"0";"0.00";"0.00"
"125158";"113363.25";"113363.25";"0.00";"0";"0.00";"0.00"
"125206";"292.23";"292.23";"0.00";"0";"0.00";"0.00"
"125253";"183924";"209915.56";"0.00";"0";"20991.56";"5000.00"
"125302";"145737";"179927.78";"0.00";"0";"17992.78";"16198.00"
"125342";"151467";"170166.66999999998";"0.00";"0";"18699.67";"0.00"
"125346";"544.68";"605.1999999999999";"0.00";"0";"60.52";"0.00"
"125361";"311.22";"365.09000000000003";"0.00";"0";"40.12";"0.00"
"125432";"252073";"280081.11";"0.00";"0";"28008.11";"0.00"
"125889";"224065";"251727.44";"0.00";"0";"27662.44";"0.00"
"125907";"291440";"329377.78";"0.00";"0";"32937.78";"5000.00"
"125908";"246825";"279805.56";"0.00";"0";"27980.56";"5000.00"
"125967";"1180.5";"1180.5";"0.00";"0";"0.00";"0.00"
"125974";"324.97";"365.09000000000003";"0.00";"0";"40.12";"0.00"
"126000";"140760";"140760";"0.00";"0";"0.00";"0.00"
"126036";"924.19";"909.49";"14.70";"0";"0.00";"0.00"
"126045";"138759";"161507";"0.00";"0";"17748.00";"5000.00"
"126102";"171256";"195840";"0.00";"0";"19584.00";"5000.00"
"126104";"237484";"225584";"11900.00";"0";"0.00";"0.00"
"126112";"269275";"302518.89";"0.00";"0";"33243.89";"0.00"
"126110";"474.81";"541.46";"0.00";"0";"54.15";"12.50"
"126127";"403.92";"448.8";"0.00";"0";"44.88";"0.00"
"126143";"625.81";"703.0699999999999";"0.00";"0";"77.26";"0.00"
"126181";"146290";"170417.22";"0.00";"0";"18727.22";"5400.00"
"126195";"109870.6";"147274.6";"0.00";"0";"24143.00";"13261.00"
"126200";"123132";"147275.46";"0.00";"0";"24143.46";"0.00"
"126218";"147217";"173196.46";"0.00";"0";"25979.46";"0.00"
"126222";"132495";"158474.46";"0.00";"0";"25979.46";"0.00"
"126219";"802.6";"905.6700000000001";"0.00";"0";"90.57";"12.50"
"126229";"123132";"147275.46";"0.00";"0";"24143.46";"0.00"
"126244";"178459";"198287.8";"0.00";"0";"19828.80";"0.00"
"126273";"156672";"195840";"0.00";"0";"39168.00";"0.00"
"126272";"493.22";"493.22";"0.00";"0";"0.00";"0.00"
"126277";"143860";"176255.56";"0.00";"0";"17625.56";"14770.00"
"126291";"267576";"304560";"8700.00";"0";"45684.00";"0.00"
"126314";"133251";"153612.22";"0.00";"0";"15361.22";"5000.00"
"126318";"157163";"229110";"0.00";"0";"22911.00";"0.00"
"126323";"166892";"185435.56";"0.00";"0";"18543.56";"0.00"
"126345";"337090";"374544.44";"0.00";"0";"37454.44";"0.00"
"126456";"146690";"170417.22";"0.00";"0";"18727.22";"5000.00"
"126724";"110050";"141372.22";"0.00";"0";"14137.22";"17185.00"
"126907";"453.08";"503.41999999999996";"0.00";"0";"50.34";"0.00"
"126927";"468454";"576576.46";"0.00";"0";"86486.46";"0.00"
"126937";"347.58";"401.2";"0.00";"0";"40.12";"13.50"
"126949";"884";"884";"0.00";"0";"0.00";"0.00"
"126996";"167094";"187722.89";"0.00";"0";"20628.89";"0.00"
"127026";"585.99";"651.1";"0.00";"0";"65.11";"0.00"
"127065";"822.8";"822.8";"0.00";"0";"0.00";"0.00"
"127100";"136776";"159279.22";"0.00";"0";"17503.22";"5000.00"
"127112";"252817";"280907.78";"0.00";"0";"28090.78";"0.00"
"127124";"209.1";"209.1";"0.00";"0";"0.00";"0.00"
"127225";"128887";"144799";"0.00";"0";"15912.00";"0.00"
"127231";"199038";"229228";"0.00";"0";"25190.00";"5000.00"
"127281";"193288";"220320";"0.00";"0";"22032.00";"5000.00"
"127314";"545566";"545566";"0.00";"0";"0.00";"0.00"
"127325";"101210";"112455.55";"0.00";"0";"11245.55";"0.00"
"127328";"503430";"503430";"0.00";"0";"0.00";"0.00"
"127326";"293467";"329697.44";"0.00";"0";"36230.44";"0.00"
"127356";"251989";"340797.48";"0.00";"0";"74086.48";"14722.00"
"127375";"497.25";"497.25";"0.00";"0";"0.00";"0.00"
"127408";"97020";"113355.55";"0.00";"0";"11335.55";"5000.00"
"127671";"260.95";"260.95";"0.00";"0";"0.00";"0.00"
"127691";"341717";"449451.77";"0.00";"0";"67417.77";"40317.00"
"127893";"229500";"229500";"0.00";"0";"0.00";"0.00"
"127919";"485.85";"660";"0.00";"0";"66.00";"108.15"
"127941";"612";"680";"0.00";"0";"68.00";"0.00"
"127969";"129045";"164334.12";"0.00";"0";"24650.12";"10639.00"
"127966";"290082";"373680";"0.00";"0";"56052.00";"27546.00"
"127980";"897.6";"1056";"0.00";"0";"158.40";"0.00"
"128011";"126883";"146536.67";"0.00";"0";"14653.67";"5000.00"
"128137";"165153";"202500";"0.00";"0";"20250.00";"17097.00"
"128204";"278705";"309672.22";"0.00";"0";"30967.22";"0.00"
"128321";"119627";"146880";"0.00";"0";"14688.00";"12565.00"
"128345";"137931";"183600";"0.00";"0";"18360.00";"27309.00"
"128398";"362.78";"362.78";"0.00";"0";"0.00";"0.00"
"128678";"219096";"310760.56";"0.00";"0";"34149.56";"57515.00"
"128839";"403764";"453611.44";"0.00";"0";"49847.44";"0.00"
"128883";"480354";"574540.94";"0.00";"0";"94186.94";"0.00"
"128951";"884";"884";"0.00";"0";"0.00";"0.00"
"128927";"352512";"391680";"0.00";"0";"39168.00";"0.00"
"128980";"112363";"134395";"0.00";"0";"22032.00";"0.00"
"128995";"544";"544";"0.00";"0";"0.00";"0.00"
"129049";"72412";"102583.33";"0.00";"0";"10258.33";"19913.00"
"129065";"151092";"198869.4";"0.00";"0";"29830.40";"17947.00"
"129165";"375075";"438156.11";"0.00";"0";"48149.11";"14932.00"
"129168";"938.8";"822.8";"116.00";"0";"0.00";"0.00"
"129229";"148872";"172868.55";"0.00";"0";"18996.55";"5000.00"
"129257";"224.26";"263.84";"0.00";"0";"39.58";"0.00"
"129706";"370.6";"370.6";"0.00";"0";"0.00";"0.00"
"129777";"403.67";"448.52000000000004";"0.00";"0";"44.85";"0.00"
"129790";"54606";"68155.56";"0.00";"0";"6815.56";"6734.00"
"129793";"123311";"138534.55";"0.00";"0";"15223.55";"0.00"
"129802";"91089";"102334.55";"0.00";"0";"11245.55";"0.00"
"129804";"64036";"76706.67";"0.00";"0";"7670.67";"5000.00"
"129807";"111212";"107712";"3500.00";"0";"0.00";"0.00"
"129826";"282.6";"314";"0.00";"0";"31.40";"0.00"
"129827";"11341";"107712.22";"14400.00";"100000";"10771.22";"0.00"
"129836";"260875";"260527.78";"26400.00";"0";"26052.78";"0.00"
"129890";"129989";"144432.22";"0.00";"0";"14443.22";"0.00"
"129971";"950.4";"1056";"0.00";"0";"105.60";"0.00"
"130002";"173848";"198720";"0.00";"0";"19872.00";"5000.00"
"130035";"397.8";"442";"0.00";"0";"44.20";"0.00"
"130070";"693.06";"693.06";"0.00";"0";"0.00";"0.00"
"130069";"156935";"179927.78";"0.00";"0";"17992.78";"5000.00"
"130088";"189983";"216647.78";"0.00";"0";"21664.78";"5000.00"
"130082";"220320";"244800";"0.00";"0";"24480.00";"0.00"
"130113";"221832";"343331.77";"0.00";"0";"51499.77";"70000.00"
"130110";"403.67";"448.52000000000004";"0.00";"0";"44.85";"0.00"
"130413";"160863";"184292.22";"0.00";"0";"18429.22";"5000.00"
"130417";"627";"627";"0.00";"0";"0.00";"0.00"
"130434";"182969";"208854.44";"0.00";"0";"20885.44";"5000.00"
"130590";"110061";"122290";"0.00";"0";"12229.00";"0.00"
"130650";"289267";"321407.78";"0.00";"0";"32140.78";"0.00"
"130667";"701169";"701169";"0.00";"0";"0.00";"0.00"
"130668";"486.54";"486.54";"0.00";"0";"0.00";"0.00"
"130664";"272988";"308875.56";"0.00";"0";"30887.56";"5000.00"
"130749";"656.79";"826.8000000000001";"0.00";"0";"82.60";"87.41"
"130765";"149124";"171360";"0.00";"0";"17136.00";"5100.00"
"130847";"154510";"154823.6";"16700.00";"0";"17013.60";"0.00"
"130926";"379.8225";"576";"0.00";"0";"57.60";"138.58"
"130946";"524627";"697311.11";"6000.00";"0";"69731.11";"108953.00"
"130987";"121684";"140760";"0.00";"0";"14076.00";"5000.00"
"131109";"169120";"159120";"10000.00";"0";"0.00";"0.00"
"131108";"593015";"616437";"0.00";"0";"0.00";"23422.00"
"131114";"432886";"486540";"0.00";"0";"48654.00";"5000.00"
"131161";"186624";"207360";"0.00";"0";"20736.00";"0.00"
"131444";"971.3";"1029";"45.20";"0";"102.90";"0.00"
"131665";"441146";"495717.78";"0.00";"0";"49571.78";"5000.00"
"131648";"123652";"211281.2";"0.00";"0";"34636.20";"52993.00"
"131672";"228582";"253980";"0.00";"0";"25398.00";"0.00"
"131683";"88636";"104040";"0.00";"0";"10404.00";"5000.00"
"131685";"88436";"104040";"0.00";"0";"10404.00";"5200.00"
"131705";"132743";"132743";"0.00";"0";"0.00";"0.00"
"131767";"75840";"87337.56";"3500.00";"0";"9597.56";"5400.00"
"131785";"181791";"222480";"0.00";"0";"22248.00";"18441.00"
"131786";"480849";"534276.67";"0.00";"0";"53427.67";"0.00"
"131915";"164146";"188495.56";"0.00";"0";"18849.56";"5500.00"
"131929";"582.47";"654.38";"0.00";"0";"71.91";"0.00"
"131921";"235620";"235620";"0.00";"0";"0.00";"0.00"
"131956";"270299";"348840";"0.00";"0";"52326.00";"26215.00"
"131985";"273432";"330480";"0.00";"0";"33048.00";"24000.00"
"132083";"102064";"122076.45999999999";"0.00";"0";"20012.46";"0.00"
"132067";"365.42";"425.42";"0.00";"0";"46.75";"0.00"
"132124";"177.68";"221.85999999999999";"0.00";"0";"22.19";"21.99"
"132128";"231609";"272481.17";"0.00";"0";"40872.17";"0.00"
"132201";"618.12";"618.12";"0.00";"0";"0.00";"0.00"
"132649";"102064";"122076.45999999999";"0.00";"0";"20012.46";"0.00"
"132659";"850.88";"969.97";"0.00";"0";"106.59";"12.50"
"132687";"85974";"101082.22";"0.00";"0";"10108.22";"5000.00"
"132737";"259978";"259978";"0.00";"0";"0.00";"0.00"
"132733";"156427";"173807.78";"0.00";"0";"17380.78";"0.00"
"132750";"226598";"266585.89";"0.00";"0";"39987.89";"0.00"
"132747";"386.8";"432.08000000000004";"14.70";"0";"47.48";"12.50"
"132869";"286584";"321964.78";"0.00";"0";"35380.78";"0.00"
"132928";"446148";"495720";"0.00";"0";"49572.00";"0.00"
"133011";"272520";"272520";"0.00";"0";"0.00";"0.00"
"133036";"231822";"257580";"0.00";"0";"25758.00";"0.00"
"133071";"102064";"122076.45999999999";"0.00";"0";"20012.46";"0.00"
"133115";"102064";"122076.45999999999";"0.00";"0";"20012.46";"0.00"
"133135";"152869";"231120";"0.00";"0";"34668.00";"43583.00"
"133142";"90564";"126072.22";"0.00";"0";"12607.22";"22901.00"
"133226";"141005";"156672.22";"0.00";"0";"15667.22";"0.00"
"133515";"165091";"165091";"0.00";"0";"0.00";"0.00"
"133711";"134426";"183167.78";"0.00";"0";"18316.78";"30425.00"
"133733";"734.79";"878.87";"0.00";"0";"144.08";"0.00"
"133738";"462.02";"715.5";"0.00";"0";"71.55";"181.93"
"133771";"87843";"87843";"0.00";"0";"0.00";"0.00"
"133774";"385.58";"447.22999999999996";"0.00";"0";"49.15";"12.50"
"133793";"166371";"190412.22";"0.00";"0";"19041.22";"5000.00"
"133856";"98639";"115154.44";"0.00";"0";"11515.44";"5000.00"
"133855";"712.8";"792";"0.00";"0";"79.20";"0.00"
"133872";"126445";"126445";"0.00";"0";"0.00";"0.00"
"133896";"1192546";"1224000";"0.00";"0";"0.00";"31454.00"
"133942";"192692";"247247.06";"0.00";"0";"37087.06";"17468.00"
"133954";"249039";"347616.46";"0.00";"0";"52142.46";"46435.00"
"133999";"302389";"335987.78";"0.00";"0";"33598.78";"0.00"
"134127";"102449";"113832.22";"0.00";"0";"11383.22";"0.00"
"134173";"297389";"335987.78";"0.00";"0";"33598.78";"5000.00"
"134192";"272330";"290700";"16200.00";"0";"29070.00";"0.00"
"134329";"257040";"257040";"0.00";"0";"0.00";"0.00"
"134348";"149267";"165852.2";"0.00";"0";"16585.20";"0.00"
"134369";"336430";"330480";"5950.00";"0";"0.00";"0.00"
"134358";"898.82";"898.82";"0.00";"0";"0.00";"0.00"
"134403";"378.67";"425.42";"0.00";"0";"46.75";"0.00"
"134426";"558576";"620640";"0.00";"0";"62064.00";"0.00"
