"search_log_id";"upsell_type";"name";"unit_price";"pieces";"sum_price"
"112857";"7";"ROSE_HU";"3500.00";"1";"3500.00"
"114033";"10";"NONABAR_HU";"4800.00";"1";"4800.00"
"114367";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"115548";"21";"M50_HU";"13200.00";"2";"26400.00"
"115764";"1";"DAYSPA_HU";"8350.00";"1";"8350.00"
"115850";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"115850";"21";"M50_HU";"13200.00";"1";"13200.00"
"115995";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"115995";"17";"COFFEEMIX_HU";"8700.00";"1";"8700.00"
"116796";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"116917";"1";"DAYSPA_HU";"8350.00";"2";"16700.00"
"117490";"10";"NONABAR_HU";"4800.00";"1";"4800.00"
"118891";"10";"NONABAR_HU";"4800.00";"1";"4800.00"
"120731";"21";"M50_HU";"13200.00";"2";"26400.00"
"120847";"2";"HDAYSPA_HU";"5950.00";"3";"17850.00"
"120847";"4";"TCDCHAMPAGNE_HU";"7300.00";"1";"7300.00"
"120847";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"120847";"10";"NONABAR_HU";"4800.00";"1";"4800.00"
"120831";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"120831";"10";"NONABAR_HU";"4800.00";"1";"4800.00"
"120831";"15";"PRESSO_HU";"4500.00";"2";"9000.00"
"121050";"16";"CAPPUCCINO_HU";"5300.00";"1";"5300.00"
"121219";"21";"M50_HU";"13200.00";"2";"26400.00"
"121255";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"121625";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"121625";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"126036";"16";"CAPPUCCINO_DE";"14.70";"1";"14.70"
"126104";"2";"HDAYSPA_HU";"5950.00";"2";"11900.00"
"126291";"17";"COFFEEMIX_EN";"8700.00";"1";"8700.00"
"129168";"1";"DAYSPA_DE";"23.20";"2";"46.40"
"129168";"1";"DAYSPA_DE";"23.20";"2";"46.40"
"129168";"1";"DAYSPA_DE";"23.20";"1";"23.20"
"129807";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"129827";"15";"PRESSO_HU";"4500.00";"1";"4500.00"
"129827";"20";"M25_HU";"9900.00";"1";"9900.00"
"129836";"21";"M50_HU";"13200.00";"2";"26400.00"
"130847";"1";"DAYSPA_HU";"8350.00";"2";"16700.00"
"130946";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"131109";"8";"MFLOWER_HU";"10000.00";"1";"10000.00"
"131444";"6";"FRUITS_DE";"9.70";"1";"9.70"
"131444";"16";"CAPPUCCINO_DE";"14.70";"1";"14.70"
"131444";"18";"COKE_DE";"20.80";"1";"20.80"
"131767";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"132747";"16";"CAPPUCCINO_DE";"14.70";"1";"14.70"
"134192";"17";"COFFEEMIX_HU";"8700.00";"1";"8700.00"
"134192";"18";"COKE_HU";"7500.00";"1";"7500.00"
"134369";"2";"HDAYSPA_HU";"5950.00";"1";"5950.00"
"135206";"4";"TCDCHAMPAGNE_HU";"7300.00";"1";"7300.00"
"135206";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"135348";"4";"TCDCHAMPAGNE_HU";"7300.00";"1";"7300.00"
"135348";"7";"ROSE_HU";"3500.00";"1";"3500.00"
"135595";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"135620";"21";"M50_HU";"13200.00";"1";"13200.00"
"136289";"2";"HDAYSPA_HU";"5950.00";"1";"5950.00"
"136289";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"136289";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"136289";"12";"WBAR_HU";"14200.00";"1";"14200.00"
"136289";"21";"M50_HU";"13200.00";"2";"26400.00"
"137486";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"137592";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"138392";"2";"HDAYSPA_HU";"5950.00";"3";"17850.00"
"138392";"15";"PRESSO_HU";"4500.00";"1";"4500.00"
"138640";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"139883";"2";"HDAYSPA_HU";"5950.00";"2";"11900.00"
"140643";"17";"COFFEEMIX_HU";"8700.00";"1";"8700.00"
"141003";"15";"PRESSO_HU";"4500.00";"1";"4500.00"
"141003";"21";"M50_HU";"13200.00";"2";"26400.00"
"141175";"4";"TCDCHAMPAGNE_HU";"7300.00";"1";"7300.00"
"141175";"6";"FRUITS_HU";"3500.00";"1";"3500.00"
"141175";"16";"CAPPUCCINO_HU";"5300.00";"1";"5300.00"
"141568";"2";"HDAYSPA_HU";"5950.00";"2";"11900.00"
"141565";"1";"DAYSPA_HU";"8350.00";"1";"8350.00"
"141565";"1";"DAYSPA_HU";"8350.00";"1";"8350.00"
"141565";"1";"DAYSPA_HU";"8350.00";"1";"8350.00"
"143790";"16";"CAPPUCCINO_DE";"13.74";"2";"27.48"
"143790";"18";"COKE_DE";"18.98";"1";"18.98"
"143798";"16";"CAPPUCCINO_DE";"13.74";"2";"27.48"
"143798";"18";"COKE_DE";"18.98";"1";"18.98"
"145840";"37";"FM40_HU";"41.45";"1";"41.45"
"145898";"8";"MFLOWER_HU";"10000.00";"1";"10000.00"
"145898";"9";"CAKE_HU";"6000.00";"1";"6000.00"
"145990";"20";"M25_HU";"9900.00";"2";"19800.00"
"146067";"1";"DAYSPA_HU";"8350.00";"2";"16700.00"
