,id,search_log_room_id,age,baby_bed,hotel_id
76,1474,3968,7,0,hotel_2
77,1475,3968,11,0,hotel_2
78,1476,3970,2,0,hotel_2
79,1477,3970,8,0,hotel_2
80,1478,3972,2,0,hotel_2
81,1479,3972,8,0,hotel_2
82,1480,3987,4,0,hotel_2
83,1481,3987,7,0,hotel_2
84,1482,3987,9,0,hotel_2
85,1483,3992,0,0,hotel_2
86,1484,4012,10,0,hotel_2
87,1485,4012,13,0,hotel_2
88,1486,4013,10,0,hotel_2
89,1487,4014,10,0,hotel_2
90,1488,4014,7,0,hotel_2
91,1489,4015,0,1,hotel_2
92,1490,4016,0,1,hotel_2
93,1491,4017,7,0,hotel_2
94,1492,4021,13,0,hotel_2
95,1493,4021,15,0,hotel_2
96,1494,4022,14,0,hotel_2
97,1495,4022,15,0,hotel_2
98,1496,4023,12,0,hotel_2
99,1497,4023,15,0,hotel_2
100,1498,4024,13,0,hotel_2
101,1499,4024,15,0,hotel_2
102,1500,4025,14,0,hotel_2
103,1501,4025,15,0,hotel_2
104,1502,4026,12,0,hotel_2
105,1503,4026,15,0,hotel_2
106,1504,4027,13,0,hotel_2
107,1505,4027,15,0,hotel_2
108,1506,4028,14,0,hotel_2
109,1507,4028,15,0,hotel_2
110,1508,4029,12,0,hotel_2
111,1509,4029,15,0,hotel_2
112,1510,4030,6,0,hotel_2
113,1511,4030,6,0,hotel_2
114,1512,4030,10,0,hotel_2
115,1513,4031,6,0,hotel_2
116,1514,4031,6,0,hotel_2
117,1515,4031,10,0,hotel_2
118,1516,4032,6,0,hotel_2
119,1517,4032,6,0,hotel_2
120,1518,4033,10,0,hotel_2
121,1519,4034,4,0,hotel_2
122,1520,4034,7,0,hotel_2
123,1521,4034,9,0,hotel_2
124,1522,4035,4,0,hotel_2
125,1523,4035,7,0,hotel_2
126,1524,4035,9,0,hotel_2
127,1525,4036,4,0,hotel_2
128,1526,4036,7,0,hotel_2
129,1527,4036,9,0,hotel_2
130,1528,4041,11,0,hotel_2
131,1529,4041,17,0,hotel_2
132,1530,4042,10,0,hotel_2
133,1531,4043,11,0,hotel_2
134,1532,4044,17,0,hotel_2
135,1533,4045,10,0,hotel_2
136,1534,4047,7,0,hotel_2
137,1535,4050,17,0,hotel_2
138,1536,4050,13,0,hotel_2
139,1540,4060,0,0,hotel_2
140,1541,4062,0,0,hotel_2
141,1542,4063,12,0,hotel_2
142,1543,4063,9,0,hotel_2
143,1544,4064,0,0,hotel_2
144,1545,4065,12,0,hotel_2
145,1546,4065,9,0,hotel_2
146,1547,4066,12,0,hotel_2
147,1548,4066,9,0,hotel_2
148,1549,4067,12,0,hotel_2
149,1550,4067,9,0,hotel_2
150,1551,4068,12,0,hotel_2
151,1552,4068,9,0,hotel_2
152,1553,4069,12,0,hotel_2
153,1554,4069,9,0,hotel_2
154,1555,4072,13,0,hotel_2
155,1556,4072,14,0,hotel_2
156,1557,4073,13,0,hotel_2
157,1558,4074,14,0,hotel_2
158,1559,4077,14,0,hotel_2
159,1560,4077,12,0,hotel_2
160,1561,4077,7,0,hotel_2
161,1562,4078,1,1,hotel_2
162,1563,4080,6,0,hotel_2
163,1564,4085,5,0,hotel_2
164,1565,4085,9,0,hotel_2
165,1566,4086,4,0,hotel_2
166,1567,4087,15,0,hotel_2
167,1568,4087,13,0,hotel_2
168,1569,4088,5,0,hotel_2
169,1570,4088,9,0,hotel_2
170,1571,4100,4,0,hotel_2
171,1572,4100,0,0,hotel_2
172,1573,4101,4,0,hotel_2
173,1574,4101,0,0,hotel_2
174,1575,4102,4,0,hotel_2
175,1576,4102,0,0,hotel_2
176,1577,4103,2,0,hotel_2
177,1578,4105,4,0,hotel_2
178,1579,4106,0,0,hotel_2
179,1580,4107,4,0,hotel_2
180,1581,4109,4,0,hotel_2
181,1582,4110,5,0,hotel_2
182,1583,4110,2,0,hotel_2
183,1584,4113,9,0,hotel_2
184,1585,4114,16,0,hotel_2
185,1586,4114,7,0,hotel_2
186,1587,4115,16,0,hotel_2
187,1588,4115,7,0,hotel_2
188,1589,4117,16,0,hotel_2
189,1590,4117,7,0,hotel_2
190,1591,4118,9,0,hotel_2
191,1592,4119,1,1,hotel_2
192,1593,4120,13,0,hotel_2
193,1594,4126,16,0,hotel_2
194,1595,4132,7,0,hotel_2
195,1596,4132,4,0,hotel_2
196,1597,4132,4,0,hotel_2
197,1602,4139,8,0,hotel_2
198,1603,4142,4,0,hotel_2
199,1604,4142,7,0,hotel_2
200,1605,4142,9,0,hotel_2
201,1606,4143,4,0,hotel_2
202,1607,4143,7,0,hotel_2
203,1608,4143,9,0,hotel_2
204,1609,4144,4,0,hotel_2
205,1610,4144,7,0,hotel_2
206,1611,4144,9,0,hotel_2
207,1612,4145,4,0,hotel_2
208,1613,4145,7,0,hotel_2
209,1614,4145,9,0,hotel_2
210,1615,4146,4,0,hotel_2
211,1616,4146,7,0,hotel_2
212,1617,4146,9,0,hotel_2
213,1618,4147,4,0,hotel_2
214,1619,4147,7,0,hotel_2
215,1620,4147,9,0,hotel_2
216,1621,4148,4,0,hotel_2
217,1622,4148,7,0,hotel_2
218,1623,4148,9,0,hotel_2
219,1624,4153,4,0,hotel_2
220,1625,4153,7,0,hotel_2
221,1626,4153,9,0,hotel_2
222,1627,4154,4,0,hotel_2
223,1628,4154,7,0,hotel_2
224,1629,4154,9,0,hotel_2
225,1630,4157,4,0,hotel_2
226,1631,4157,7,0,hotel_2
227,1632,4157,9,0,hotel_2
228,1633,4158,4,0,hotel_2
229,1634,4158,7,0,hotel_2
230,1635,4158,9,0,hotel_2
231,1636,4160,4,0,hotel_2
232,1637,4160,7,0,hotel_2
233,1638,4160,9,0,hotel_2
234,1639,4161,4,0,hotel_2
235,1640,4161,7,0,hotel_2
236,1641,4161,9,0,hotel_2
237,1642,4167,4,0,hotel_2
238,1643,4167,7,0,hotel_2
239,1644,4167,9,0,hotel_2
240,1645,4174,4,0,hotel_2
241,1646,4175,7,0,hotel_2
242,1647,4175,9,0,hotel_2
243,1648,4194,5,0,hotel_2
244,1649,4194,2,0,hotel_2
245,1650,4196,2,1,hotel_2
246,1651,4200,17,0,hotel_2
247,1652,4204,0,1,hotel_2
248,1653,4204,0,0,hotel_2
249,1654,4205,3,0,hotel_2
250,1655,4205,5,0,hotel_2
251,1656,4206,7,0,hotel_2
252,1657,4209,4,0,hotel_2
253,1658,4209,14,0,hotel_2
254,1659,4209,14,0,hotel_2
255,1660,4209,17,0,hotel_2
256,1661,4210,4,0,hotel_2
257,1662,4210,14,0,hotel_2
258,1663,4210,14,0,hotel_2
259,1664,4220,5,0,hotel_2
260,1665,4220,9,0,hotel_2
261,1666,4221,5,0,hotel_2
262,1667,4221,9,0,hotel_2
263,1668,4224,0,0,hotel_2
264,1669,4228,0,1,hotel_2
265,1670,4238,8,0,hotel_2
266,1671,4238,8,0,hotel_2
267,1672,4239,8,0,hotel_2
268,1673,4240,8,0,hotel_2
269,1674,4241,8,0,hotel_2
270,1675,4242,8,0,hotel_2
271,1676,4243,8,0,hotel_2
272,1677,4244,8,0,hotel_2
273,1678,4245,8,0,hotel_2
274,1679,4246,8,0,hotel_2
275,1680,4254,10,0,hotel_2
276,1681,4257,10,0,hotel_2
277,1682,4260,2,0,hotel_2
278,1683,4267,6,0,hotel_2
279,1684,4275,7,0,hotel_2
280,1685,4275,16,0,hotel_2
281,1686,4276,7,0,hotel_2
282,1687,4276,16,0,hotel_2
283,1688,4277,7,0,hotel_2
284,1689,4277,16,0,hotel_2
285,1690,4279,7,0,hotel_2
286,1691,4279,16,0,hotel_2
287,1692,4280,7,0,hotel_2
288,1693,4280,16,0,hotel_2
289,1694,4284,7,0,hotel_2
290,1695,4284,7,0,hotel_2
291,1696,4287,8,0,hotel_2
292,1697,4287,8,0,hotel_2
293,1698,4289,14,0,hotel_2
294,1699,4289,7,0,hotel_2
295,1700,4291,7,0,hotel_2
296,1701,4291,5,0,hotel_2
297,1702,4292,10,0,hotel_2
298,1703,4292,7,0,hotel_2
299,1704,4293,9,0,hotel_2
300,1705,4293,6,0,hotel_2
301,1706,4293,3,0,hotel_2
302,1707,4294,8,0,hotel_2
303,1708,4295,0,0,hotel_2
304,1709,4296,8,0,hotel_2
305,1710,4297,8,0,hotel_2
306,1711,4299,2,0,hotel_2
307,1712,4300,7,0,hotel_2
308,1713,4300,16,0,hotel_2
309,1714,4301,7,0,hotel_2
310,1715,4301,16,0,hotel_2
311,1716,4313,8,0,hotel_2
312,1717,4313,15,0,hotel_2
313,1718,4314,8,0,hotel_2
314,1719,4314,15,0,hotel_2
315,1720,4316,8,0,hotel_2
316,1721,4316,10,0,hotel_2
317,1722,4318,5,0,hotel_2
318,1723,4320,7,0,hotel_2
319,1724,4320,9,0,hotel_2
320,1725,4322,8,0,hotel_2
321,1726,4322,10,0,hotel_2
322,1727,4325,7,0,hotel_2
323,1728,4325,9,0,hotel_2
324,1729,4326,5,0,hotel_2
325,1730,4337,9,0,hotel_2
326,1731,4338,9,0,hotel_2
327,1732,4341,14,0,hotel_2
328,1733,4341,7,0,hotel_2
329,1734,4343,7,0,hotel_2
330,1735,4343,5,0,hotel_2
331,1736,4344,8,0,hotel_2
332,1737,4344,5,0,hotel_2
333,1738,4345,7,0,hotel_2
334,1739,4345,10,0,hotel_2
335,1740,4346,9,0,hotel_2
336,1741,4347,9,0,hotel_2
337,1742,4350,4,0,hotel_2
338,1743,4350,7,0,hotel_2
339,1744,4351,13,0,hotel_2
340,1745,4351,16,0,hotel_2
341,1746,4352,4,0,hotel_2
342,1747,4352,7,0,hotel_2
343,1748,4353,13,0,hotel_2
344,1749,4353,16,0,hotel_2
345,1750,4354,4,0,hotel_2
346,1751,4354,7,0,hotel_2
347,1752,4355,13,0,hotel_2
348,1753,4355,16,0,hotel_2
349,1754,4356,15,0,hotel_2
350,1755,4356,13,0,hotel_2
351,1756,4356,10,0,hotel_2
352,1757,4357,13,0,hotel_2
353,1758,4358,6,0,hotel_2
354,1759,4359,13,0,hotel_2
355,1760,4362,8,0,hotel_2
356,1761,4362,7,0,hotel_2
357,1762,4363,8,0,hotel_2
358,1763,4363,7,0,hotel_2
359,1764,4365,8,0,hotel_2
360,1765,4365,10,0,hotel_2
361,1766,4365,12,0,hotel_2
362,1767,4376,7,0,hotel_2
363,1769,4514,3,0,hotel_2
364,1770,4515,5,0,hotel_2
365,1771,4515,7,0,hotel_2
366,1772,4516,5,0,hotel_2
367,1773,4516,7,0,hotel_2
368,1774,4517,3,0,hotel_2
369,1775,4519,10,0,hotel_2
370,1776,4524,12,0,hotel_2
371,1777,4524,9,0,hotel_2
372,1778,4589,13,0,hotel_2
373,1779,4591,13,0,hotel_2
374,1780,4592,13,0,hotel_2
375,1781,4593,13,0,hotel_2
376,1782,4595,7,0,hotel_2
377,1783,4595,7,0,hotel_2
378,1784,4595,10,0,hotel_2
379,1785,4596,13,0,hotel_2
380,1786,4597,6,0,hotel_2
381,1787,4597,9,0,hotel_2
382,1788,4597,13,0,hotel_2
383,1789,4597,15,0,hotel_2
384,1790,4598,6,0,hotel_2
385,1791,4599,9,0,hotel_2
386,1792,4599,13,0,hotel_2
387,1793,4609,13,0,hotel_2
388,1794,4610,13,0,hotel_2
389,1795,4612,13,0,hotel_2
390,1796,4613,11,0,hotel_2
391,1797,4614,8,0,hotel_2
392,1798,4622,4,0,hotel_2
393,1799,4623,4,0,hotel_2
394,1800,4626,4,0,hotel_2
395,1801,4627,4,0,hotel_2
396,1802,4628,4,0,hotel_2
397,1803,4629,4,0,hotel_2
398,1804,4631,8,0,hotel_2
399,1805,4631,9,0,hotel_2
400,1806,4633,16,0,hotel_2
401,1807,4635,4,0,hotel_2
402,1808,4636,2,1,hotel_2
403,1809,4636,4,0,hotel_2
404,1811,4640,6,0,hotel_2
405,1812,4640,8,0,hotel_2
406,1815,4642,5,0,hotel_2
407,1816,4642,8,0,hotel_2
408,1817,4644,17,0,hotel_2
409,1818,4644,12,0,hotel_2
410,1819,4648,4,0,hotel_2
411,1820,4648,2,0,hotel_2
412,1821,4654,0,0,hotel_2
413,1822,4655,11,0,hotel_2
414,1823,4660,8,0,hotel_2
415,1824,4660,10,0,hotel_2
416,1825,4663,8,0,hotel_2
417,1826,4663,10,0,hotel_2
418,1827,4665,1,0,hotel_2
419,1828,4666,1,0,hotel_2
420,1829,4673,4,0,hotel_2
421,1830,4673,2,0,hotel_2
422,1831,4674,9,0,hotel_2
423,1832,4674,6,0,hotel_2
424,1833,4680,9,0,hotel_2
425,1834,4680,11,0,hotel_2
426,1835,4681,9,0,hotel_2
427,1836,4681,11,0,hotel_2
428,1837,4682,9,0,hotel_2
429,1838,4682,11,0,hotel_2
430,1839,4686,1,0,hotel_2
431,1840,4687,1,0,hotel_2
432,1841,4688,1,0,hotel_2
433,1842,4689,1,0,hotel_2
434,1843,4690,1,0,hotel_2
435,1844,4691,17,0,hotel_2
436,1845,4693,17,0,hotel_2
437,1846,4696,11,0,hotel_2
438,1847,4696,6,0,hotel_2
439,1848,4702,0,1,hotel_2
440,1857,4709,13,0,hotel_2
441,1858,4709,15,0,hotel_2
442,1859,4710,14,0,hotel_2
443,1860,4710,15,0,hotel_2
444,1861,4711,12,0,hotel_2
445,1862,4711,15,0,hotel_2
446,1863,4712,14,0,hotel_2
447,1864,4714,14,0,hotel_2
448,1865,4716,14,0,hotel_2
449,1866,4725,9,0,hotel_2
450,1867,4725,6,0,hotel_2
451,1868,4728,9,0,hotel_2
452,1869,4728,6,0,hotel_2
453,1870,4728,3,0,hotel_2
454,1871,4729,8,0,hotel_2
455,1872,4729,9,0,hotel_2
456,1873,4730,0,0,hotel_2
457,1874,4734,10,0,hotel_2
458,1875,4734,8,0,hotel_2
459,1876,4735,10,0,hotel_2
460,1877,4735,8,0,hotel_2
461,1878,4739,1,1,hotel_2
462,1879,4740,0,1,hotel_2
463,1880,4833,6,0,hotel_2
464,1881,4833,9,0,hotel_2
465,1882,4835,2,0,hotel_2
466,1883,4835,4,0,hotel_2
467,1884,4836,2,0,hotel_2
468,1885,4836,4,0,hotel_2
469,1888,4838,6,0,hotel_2
470,1889,4838,9,0,hotel_2
471,1890,4847,2,1,hotel_2
472,1891,4848,2,1,hotel_2
473,1892,4853,11,0,hotel_2
474,1893,4854,10,0,hotel_2
475,1894,4854,8,0,hotel_2
476,1895,4854,3,0,hotel_2
477,1896,4856,2,0,hotel_2
478,1897,4856,4,0,hotel_2
479,1898,4857,10,0,hotel_2
480,1899,4857,8,0,hotel_2
481,1900,4857,3,0,hotel_2
482,1901,4865,3,0,hotel_2
483,1902,4865,11,0,hotel_2
484,1903,4866,3,0,hotel_2
485,1904,4866,11,0,hotel_2
486,1905,4867,3,0,hotel_2
487,1906,4867,11,0,hotel_2
488,1907,4868,3,0,hotel_2
489,1908,4869,0,0,hotel_2
490,1909,4870,3,0,hotel_2
491,1910,4871,11,0,hotel_2
492,1911,4872,4,0,hotel_2
493,1912,4872,6,0,hotel_2
494,1913,4872,8,0,hotel_2
495,1914,4873,5,0,hotel_2
496,1915,4875,3,0,hotel_2
497,1916,4875,6,0,hotel_2
498,1917,4878,12,0,hotel_2
499,1918,4882,7,0,hotel_2
500,1919,4884,5,0,hotel_2
501,1920,4885,7,0,hotel_2
502,1921,4885,9,0,hotel_2
503,1922,4892,5,0,hotel_2
504,1923,4892,7,0,hotel_2
505,1924,4892,9,0,hotel_2
506,1925,4902,7,0,hotel_2
507,1926,4903,7,0,hotel_2
508,1927,4905,7,0,hotel_2
509,1928,4912,7,0,hotel_2
510,1929,4936,15,0,hotel_2
511,1930,4936,3,0,hotel_2
512,1931,4937,15,0,hotel_2
513,1932,4937,6,0,hotel_2
514,1933,4939,6,0,hotel_2
515,1934,4950,0,0,hotel_2
516,1935,4954,4,0,hotel_2
517,1936,4954,11,0,hotel_2
518,1937,4955,4,0,hotel_2
519,1938,4955,11,0,hotel_2
520,1939,4958,1,1,hotel_2
521,1940,4959,1,1,hotel_2
522,1941,4961,1,1,hotel_2
523,1942,4962,1,1,hotel_2
524,1943,4963,1,0,hotel_2
525,1944,4964,0,1,hotel_2
526,1945,4968,12,0,hotel_2
527,1946,4969,12,0,hotel_2
528,1947,4970,1,0,hotel_2
529,1948,4971,1,0,hotel_2
530,1949,4973,1,0,hotel_2
531,1950,4974,1,0,hotel_2
532,1951,4977,1,0,hotel_2
533,1952,4981,1,0,hotel_2
534,1953,4983,1,0,hotel_2
535,1954,4984,1,0,hotel_2
536,1955,4986,17,0,hotel_2
537,1956,4986,16,0,hotel_2
538,1957,4986,11,0,hotel_2
539,1958,4986,7,0,hotel_2
540,1959,4999,10,0,hotel_2
541,1960,4999,13,0,hotel_2
542,1961,5000,9,0,hotel_2
543,1962,5000,12,0,hotel_2
544,1963,5000,15,0,hotel_2
545,1964,5001,9,0,hotel_2
546,1965,5001,12,0,hotel_2
547,1966,5002,15,0,hotel_2
548,1969,5019,8,0,hotel_2
549,1970,5030,11,0,hotel_2
550,1971,5032,4,0,hotel_2
551,1972,5032,6,0,hotel_2
552,1973,5034,13,0,hotel_2
553,1974,5035,5,0,hotel_2
554,1975,5036,17,0,hotel_2
555,1976,5036,16,0,hotel_2
556,1977,5037,11,0,hotel_2
557,1978,5038,11,0,hotel_2
558,1979,5039,11,0,hotel_2
559,1980,5040,13,0,hotel_2
560,1981,5041,16,0,hotel_2
561,1982,5041,17,0,hotel_2
562,1983,5042,13,0,hotel_2
563,1984,5044,1,0,hotel_2
564,1985,5044,6,0,hotel_2
565,1986,5045,6,0,hotel_2
566,1987,5045,6,0,hotel_2
567,1988,5046,1,0,hotel_2
568,1989,5048,7,0,hotel_2
569,1990,5051,1,0,hotel_2
570,1991,5051,6,0,hotel_2
571,1992,5052,10,0,hotel_2
572,1993,5052,14,0,hotel_2
573,1994,5053,10,0,hotel_2
574,1995,5053,14,0,hotel_2
575,1996,5054,10,0,hotel_2
576,1997,5054,14,0,hotel_2
577,1998,5056,1,1,hotel_2
578,1999,5057,5,0,hotel_2
579,2000,5057,7,0,hotel_2
580,2001,5058,9,0,hotel_2
581,2002,5059,4,0,hotel_2
582,2003,5065,11,0,hotel_2
583,2004,5067,11,0,hotel_2
584,2005,5068,11,0,hotel_2
585,2006,5069,2,0,hotel_2
586,2007,5069,7,0,hotel_2
587,2008,5070,2,0,hotel_2
588,2009,5070,7,0,hotel_2
589,2010,5071,9,0,hotel_2
590,2015,5079,1,1,hotel_2
591,2016,5081,1,0,hotel_2
592,2018,5199,2,0,hotel_2
593,2019,5200,3,0,hotel_2
594,2020,5200,9,0,hotel_2
595,2021,5268,15,0,hotel_2
596,2024,5271,15,0,hotel_2
597,2025,5280,7,0,hotel_2
598,2026,5280,10,0,hotel_2
599,2027,5280,12,0,hotel_2
600,2028,5280,12,0,hotel_2
601,2029,5280,15,0,hotel_2
602,2030,5281,7,0,hotel_2
603,2031,5281,10,0,hotel_2
604,2032,5281,12,0,hotel_2
605,2033,5281,12,0,hotel_2
606,2034,5281,15,0,hotel_2
607,2035,5282,12,0,hotel_2
608,2036,5282,15,0,hotel_2
609,2037,5284,11,0,hotel_2
610,2038,5285,11,0,hotel_2
611,2039,5285,13,0,hotel_2
612,2040,5288,3,0,hotel_2
613,2041,5291,8,0,hotel_2
614,2042,5299,6,0,hotel_2
615,2043,5299,4,0,hotel_2
616,2044,5300,6,0,hotel_2
617,2045,5300,4,0,hotel_2
618,2046,5301,6,0,hotel_2
619,2047,5301,4,0,hotel_2
620,2048,5302,6,0,hotel_2
621,2049,5302,4,0,hotel_2
622,2050,5303,6,0,hotel_2
623,2051,5303,4,0,hotel_2
624,2052,5304,5,0,hotel_2
625,2053,5304,14,0,hotel_2
626,2054,5305,5,0,hotel_2
627,2055,5306,14,0,hotel_2
628,2056,5307,5,0,hotel_2
629,2057,5307,14,0,hotel_2
630,2058,5310,6,0,hotel_2
631,2059,5310,13,0,hotel_2
632,2060,5330,1,1,hotel_2
633,2061,5330,4,0,hotel_2
634,2062,5337,1,0,hotel_2
635,2063,5339,1,0,hotel_2
636,2064,5340,6,0,hotel_2
637,2065,5340,9,0,hotel_2
638,2066,5340,12,0,hotel_2
639,2067,5344,0,1,hotel_2
640,2068,5368,15,0,hotel_2
641,2069,5371,2,0,hotel_2
642,2070,5373,10,0,hotel_2
643,2071,5373,12,0,hotel_2
644,2072,5373,13,0,hotel_2
645,2073,5373,2,0,hotel_2
646,2074,5374,10,0,hotel_2
647,2075,5374,12,0,hotel_2
648,2076,5375,13,0,hotel_2
649,2077,5375,2,0,hotel_2
650,2078,5376,10,0,hotel_2
651,2079,5376,12,0,hotel_2
652,2080,5377,13,0,hotel_2
653,2081,5377,2,0,hotel_2
654,2082,5378,10,0,hotel_2
655,2083,5378,12,0,hotel_2
656,2084,5379,13,0,hotel_2
657,2085,5379,2,0,hotel_2
658,2095,5390,15,0,hotel_2
659,2096,5390,6,0,hotel_2
660,2097,5392,7,0,hotel_2
661,2098,5392,8,0,hotel_2
662,2099,5393,7,0,hotel_2
663,2100,5393,8,0,hotel_2
664,2101,5394,0,1,hotel_2
665,2102,5395,3,0,hotel_2
666,2103,5395,6,0,hotel_2
667,2104,5396,3,0,hotel_2
668,2105,5396,6,0,hotel_2
669,2106,5397,3,0,hotel_2
670,2107,5397,6,0,hotel_2
671,2108,5401,1,1,hotel_2
672,2109,5401,0,1,hotel_2
673,2110,5402,1,1,hotel_2
674,2111,5404,1,0,hotel_2
675,2112,5405,1,0,hotel_2
676,2113,5409,14,0,hotel_2
677,2129,5416,14,0,hotel_2
678,2130,5416,12,0,hotel_2
679,2131,5417,1,1,hotel_2
680,2132,5418,4,0,hotel_2
681,2133,5418,2,0,hotel_2
682,2134,5419,1,1,hotel_2
683,2135,5421,5,0,hotel_2
684,2136,5421,9,0,hotel_2
685,2137,5422,4,0,hotel_2
686,2138,5422,6,0,hotel_2
687,2139,5422,9,0,hotel_2
688,2140,5425,4,0,hotel_2
689,2141,5425,7,0,hotel_2
690,2142,5428,13,0,hotel_2
691,2143,5429,13,0,hotel_2
692,2144,5430,13,0,hotel_2
693,2151,5438,12,0,hotel_2
694,2152,5439,12,0,hotel_2
695,2155,5451,5,0,hotel_2
696,2156,5451,5,0,hotel_2
697,2157,5457,2,0,hotel_2
698,2158,5464,0,1,hotel_2
699,2159,5467,0,1,hotel_2
700,2160,5472,1,1,hotel_2
701,2161,5472,0,1,hotel_2
702,2162,5491,10,0,hotel_2
703,2163,5492,6,0,hotel_2
704,2164,5492,15,0,hotel_2
705,2165,5493,6,0,hotel_2
706,2166,5493,15,0,hotel_2
707,2167,5495,5,0,hotel_2
708,2168,5495,12,0,hotel_2
709,2169,5502,4,0,hotel_2
710,2170,5502,2,0,hotel_2
711,2171,5503,4,0,hotel_2
712,2172,5503,2,0,hotel_2
713,2173,5504,4,0,hotel_2
714,2174,5504,2,0,hotel_2
715,2175,5505,4,0,hotel_2
716,2176,5505,2,0,hotel_2
717,2179,5508,12,0,hotel_2
718,2180,5511,1,1,hotel_2
719,2181,5513,4,0,hotel_2
720,2182,5513,2,0,hotel_2
721,2183,5523,2,0,hotel_2
722,2184,5532,12,0,hotel_2
723,2185,5534,12,0,hotel_2
724,2186,5534,9,0,hotel_2
725,2187,5534,3,0,hotel_2
726,2188,5535,12,0,hotel_2
727,2189,5535,9,0,hotel_2
728,2190,5535,3,0,hotel_2
729,2191,5544,17,0,hotel_2
730,2192,5550,1,1,hotel_2
731,2193,5551,10,0,hotel_2
732,2194,5569,10,0,hotel_2
733,2195,5573,10,0,hotel_2
734,2196,5575,6,0,hotel_2
735,2197,5583,12,0,hotel_2
736,2198,5584,12,0,hotel_2
737,2199,5585,12,0,hotel_2
738,2200,5707,4,0,hotel_2
739,2201,5707,6,0,hotel_2
740,2202,5715,12,0,hotel_2
741,2203,5715,17,0,hotel_2
742,2204,5716,12,0,hotel_2
743,2205,5716,17,0,hotel_2
744,2206,5718,12,0,hotel_2
745,2207,5719,17,0,hotel_2
746,2208,5721,12,0,hotel_2
747,2209,5723,17,0,hotel_2
748,2210,5723,12,0,hotel_2
749,2211,5727,14,0,hotel_2
750,2212,5730,14,0,hotel_2
751,2213,5732,14,0,hotel_2
752,2214,5733,10,0,hotel_2
753,2215,5735,13,0,hotel_2
754,2216,5802,5,0,hotel_2
755,2217,5809,5,0,hotel_2
756,2218,5810,10,0,hotel_2
757,2219,5810,11,0,hotel_2
758,2220,5811,10,0,hotel_2
759,2221,5811,11,0,hotel_2
760,2222,5812,11,0,hotel_2
761,2223,5812,12,0,hotel_2
762,2224,5813,11,0,hotel_2
763,2225,5813,12,0,hotel_2
764,2226,5814,11,0,hotel_2
765,2227,5814,12,0,hotel_2
766,2228,5835,12,0,hotel_2
767,2229,5835,14,0,hotel_2
768,2230,5849,1,1,hotel_2
769,2231,5853,1,1,hotel_2
770,2232,5854,16,0,hotel_2
771,2233,5859,15,0,hotel_2
772,2234,5863,1,1,hotel_2
773,2235,5868,10,0,hotel_2
