,search_log_id,total_price_final,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,redeemed_loyalty_points_total,hotel_id
378,93577,57218.0,63575.55,0.0,0,6357.55,0.0,hotel_2
379,93574,339179.0,382421.11,0.0,0,38242.11,5000.0,hotel_2
380,93576,216130.0,245700.0,0.0,0,24570.0,5000.0,hotel_2
381,93606,81600.0,96222.22,0.0,0,9622.22,5000.0,hotel_2
382,93640,149040.0,165600.0,0.0,0,16560.0,0.0,hotel_2
383,93649,85400.0,101560.44,0.0,0,11160.44,5000.0,hotel_2
384,93656,248572.0,276191.11,0.0,0,27619.11,0.0,hotel_2
385,93683,158296.0,181440.0,0.0,0,18144.0,5000.0,hotel_2
386,93690,88636.0,104040.0,0.0,0,10404.0,5000.0,hotel_2
387,93714,305726.0,339695.56,0.0,0,33969.56,0.0,hotel_2
388,93708,136465.0,198072.22,0.0,0,19807.22,41800.0,hotel_2
389,93725,107406.0,119340.0,0.0,0,11934.0,0.0,hotel_2
390,93736,70563.0,101807.78,0.0,0,10180.78,21064.0,hotel_2
391,93738,103864.0,120960.0,0.0,0,12096.0,5000.0,hotel_2
392,93744,202343.0,224825.56,0.0,0,22482.56,0.0,hotel_2
393,93777,83128.0,97920.0,0.0,0,9792.0,5000.0,hotel_2
394,93797,178740.0,232560.0,0.0,0,23256.0,30564.0,hotel_2
395,93803,72576.0,80640.0,0.0,0,8064.0,0.0,hotel_2
396,93879,50804.0,80640.0,0.0,0,8064.0,21772.0,hotel_2
397,93918,254016.0,282240.0,0.0,0,28224.0,0.0,hotel_2
398,93935,70566.0,80640.0,2990.0,0,8064.0,5000.0,hotel_2
399,93946,122008.0,141120.0,0.0,0,14112.0,5000.0,hotel_2
400,93937,72576.0,80640.0,0.0,0,8064.0,0.0,hotel_2
401,94029,101153.0,112392.22,0.0,0,11239.22,0.0,hotel_2
402,94040,44330.0,49255.56,0.0,0,4925.56,0.0,hotel_2
403,94063,89712.0,89712.0,0.0,0,0.0,0.0,hotel_2
404,94074,221006.4,221006.4,0.0,0,0.0,0.0,hotel_2
405,94103,203041.0,267623.33,0.0,0,26762.33,37820.0,hotel_2
406,94112,130183.0,144647.78,0.0,0,14464.78,0.0,hotel_2
407,94266,174671.0,194078.89,0.0,0,19407.89,0.0,hotel_2
408,94267,110668.0,128520.0,0.0,0,12852.0,5000.0,hotel_2
409,94268,116618.0,135575.56,0.0,0,13557.56,5400.0,hotel_2
410,94288,140152.0,161280.0,0.0,0,16128.0,5000.0,hotel_2
411,94308,127757.0,127007.78,18450.0,0,12700.78,5000.0,hotel_2
412,94321,59498.0,83160.0,0.0,0,8316.0,15346.0,hotel_2
413,94417,151377.0,151377.0,0.0,0,0.0,0.0,hotel_2
414,94500,83906.0,98784.44,0.0,0,9878.44,5000.0,hotel_2
415,94539,160110.0,183455.56,0.0,0,18345.56,5000.0,hotel_2
416,94541,108864.0,120960.0,0.0,0,12096.0,0.0,hotel_2
417,94560,224986.0,249984.4,0.0,0,24998.4,0.0,hotel_2
418,94579,77112.0,90720.0,0.0,0,13608.0,0.0,hotel_2
419,94580,146880.0,146880.0,0.0,0,0.0,0.0,hotel_2
420,94590,120008.0,135575.56,2990.0,0,13557.56,5000.0,hotel_2
421,94599,481505.0,540561.12,0.0,0,54056.12,0.0,hotel_2
422,94610,55638.0,55638.0,0.0,0,0.0,0.0,hotel_2
423,94625,304042.0,337824.44,0.0,0,33782.44,0.0,hotel_2
424,94638,142094.0,139104.0,2990.0,0,0.0,0.0,hotel_2
425,94662,220178.0,241920.0,2450.0,0,24192.0,0.0,hotel_2
426,94663,76648.0,90720.0,0.0,0,9072.0,0.0,hotel_2
427,94659,81648.0,90720.0,0.0,0,9072.0,0.0,hotel_2
428,94685,76205.0,120960.0,0.0,0,12096.0,32659.0,hotel_2
429,94695,51186.0,62428.9,0.0,0,6242.9,5000.0,hotel_2
430,94778,258264.0,258264.0,0.0,0,0.0,0.0,hotel_2
431,94834,209304.0,209304.0,0.0,0,0.0,0.0,hotel_2
432,94826,800572.0,889524.4,0.0,0,88952.4,0.0,hotel_2
433,94848,86184.0,95760.0,0.0,0,9576.0,0.0,hotel_2
434,94849,185512.0,211680.0,0.0,0,21168.0,5000.0,hotel_2
435,94871,121111.0,134567.78,0.0,0,13456.78,0.0,hotel_2
436,94883,140616.0,156240.0,0.0,0,15624.0,0.0,hotel_2
437,94897,215914.0,239904.44,0.0,0,23990.44,0.0,hotel_2
438,94929,128520.0,128520.0,0.0,0,0.0,0.0,hotel_2
