"id";"search_log_id";"search_log_room_id";"room_code";"room_price_min";"room_price_max"
"19179";"78877";"6406";"ROOMCC";"316710.00";"316710.00"
"19180";"78878";"6407";"ROOMDD";"175124.00";"205026.00"
"19181";"78878";"6407";"ROOMAA";"184028.00";"214204.00"
"19182";"78878";"6407";"ROOMGG";"192932.00";"223386.00"
"19183";"78878";"6407";"ROOMCC";"192932.00";"223386.00"
"19184";"78878";"6407";"ROOMBB";"228551.00";"260106.00"
"19185";"78878";"6407";"ROOMFF";"246361.00";"278467.00"
"19186";"78878";"6408";"ROOMDD";"175124.00";"205026.00"
"19187";"78878";"6408";"ROOMAA";"184028.00";"214204.00"
"19188";"78878";"6408";"ROOMGG";"192932.00";"223386.00"
"19189";"78878";"6408";"ROOMCC";"192932.00";"223386.00"
"19190";"78878";"6408";"ROOMBB";"228551.00";"260106.00"
"19191";"78878";"6408";"ROOMFF";"246361.00";"278467.00"
"19192";"78878";"6409";"ROOMDD";"175124.00";"205026.00"
"19193";"78878";"6409";"ROOMAA";"184028.00";"214204.00"
"19194";"78878";"6409";"ROOMGG";"192932.00";"223386.00"
"19195";"78878";"6409";"ROOMCC";"192932.00";"223386.00"
"19196";"78878";"6409";"ROOMBB";"228551.00";"260106.00"
"19197";"78878";"6409";"ROOMFF";"246361.00";"278467.00"
"19198";"78879";"6410";"ROOMDD";"183060.00";"260246.00"
"19199";"78879";"6410";"ROOMAA";"193860.00";"274157.00"
"19200";"78879";"6410";"ROOMGG";"204660.00";"288065.00"
"19201";"78879";"6410";"ROOMCC";"204660.00";"288065.00"
"19202";"78879";"6410";"ROOMBB";"247860.00";"343706.00"
"19203";"78879";"6410";"ROOMFF";"269460.00";"371522.00"
"19204";"78883";"6414";"ROOMDD";"175124.00";"205026.00"
"19205";"78883";"6414";"ROOMAA";"184028.00";"214204.00"
"19206";"78883";"6414";"ROOMGG";"192932.00";"223386.00"
"19207";"78883";"6414";"ROOMCC";"192932.00";"223386.00"
"19208";"78883";"6414";"ROOMBB";"228551.00";"260106.00"
"19209";"78883";"6414";"ROOMFF";"246361.00";"278467.00"
"19210";"78883";"6415";"ROOMDD";"175124.00";"205026.00"
"19211";"78883";"6415";"ROOMAA";"184028.00";"214204.00"
"19212";"78883";"6415";"ROOMGG";"192932.00";"223386.00"
"19213";"78883";"6415";"ROOMCC";"192932.00";"223386.00"
"19214";"78883";"6415";"ROOMBB";"228551.00";"260106.00"
"19215";"78883";"6415";"ROOMFF";"246361.00";"278467.00"
"19216";"78883";"6416";"ROOMDD";"175124.00";"205026.00"
"19217";"78883";"6416";"ROOMAA";"184028.00";"214204.00"
"19218";"78883";"6416";"ROOMGG";"192932.00";"223386.00"
"19219";"78883";"6416";"ROOMCC";"192932.00";"223386.00"
"19220";"78883";"6416";"ROOMBB";"228551.00";"260106.00"
"19221";"78883";"6416";"ROOMFF";"246361.00";"278467.00"
"19222";"78884";"6417";"ROOMDD";"183060.00";"260246.00"
"19223";"78884";"6417";"ROOMAA";"193860.00";"274157.00"
"19224";"78884";"6417";"ROOMGG";"204660.00";"288065.00"
"19225";"78884";"6417";"ROOMCC";"204660.00";"288065.00"
"19226";"78884";"6417";"ROOMBB";"247860.00";"343706.00"
"19227";"78884";"6417";"ROOMFF";"269460.00";"371522.00"
"19228";"78885";"6418";"ROOMDD";"175124.00";"205026.00"
"19229";"78885";"6418";"ROOMAA";"184028.00";"214204.00"
"19230";"78885";"6418";"ROOMGG";"192932.00";"223386.00"
"19231";"78885";"6418";"ROOMCC";"192932.00";"223386.00"
"19232";"78885";"6418";"ROOMBB";"228551.00";"260106.00"
"19233";"78885";"6418";"ROOMFF";"246361.00";"278467.00"
"19234";"78885";"6419";"ROOMDD";"175124.00";"205026.00"
"19235";"78885";"6419";"ROOMAA";"184028.00";"214204.00"
"19236";"78885";"6419";"ROOMGG";"192932.00";"223386.00"
"19237";"78885";"6419";"ROOMCC";"192932.00";"223386.00"
"19238";"78885";"6419";"ROOMBB";"228551.00";"260106.00"
"19239";"78885";"6419";"ROOMFF";"246361.00";"278467.00"
"19240";"78885";"6420";"ROOMDD";"175124.00";"205026.00"
"19241";"78885";"6420";"ROOMAA";"184028.00";"214204.00"
"19242";"78885";"6420";"ROOMGG";"192932.00";"223386.00"
"19243";"78885";"6420";"ROOMCC";"192932.00";"223386.00"
"19244";"78885";"6420";"ROOMBB";"228551.00";"260106.00"
"19245";"78885";"6420";"ROOMFF";"246361.00";"278467.00"
"19246";"78887";"6422";"ROOMCC";"205200.00";"288761.00"
"19247";"78887";"6422";"ROOMEE";"291600.00";"400038.00"
"19248";"78887";"6422";"ROOMHH";"356400.00";"483494.00"
"19249";"78888";"6423";"ROOMDD";"175124.00";"205026.00"
"19250";"78888";"6423";"ROOMAA";"184028.00";"214204.00"
"19251";"78888";"6423";"ROOMGG";"192932.00";"223386.00"
"19252";"78888";"6423";"ROOMCC";"192932.00";"223386.00"
"19253";"78888";"6423";"ROOMBB";"228551.00";"260106.00"
"19254";"78888";"6423";"ROOMFF";"246361.00";"278467.00"
"19255";"78888";"6424";"ROOMDD";"175124.00";"205026.00"
"19256";"78888";"6424";"ROOMAA";"184028.00";"214204.00"
"19257";"78888";"6424";"ROOMGG";"192932.00";"223386.00"
"19258";"78888";"6424";"ROOMCC";"192932.00";"223386.00"
"19259";"78888";"6424";"ROOMBB";"228551.00";"260106.00"
"19260";"78888";"6424";"ROOMFF";"246361.00";"278467.00"
"19261";"78888";"6425";"ROOMDD";"175124.00";"205026.00"
"19262";"78888";"6425";"ROOMAA";"184028.00";"214204.00"
"19263";"78888";"6425";"ROOMGG";"192932.00";"223386.00"
"19264";"78888";"6425";"ROOMCC";"192932.00";"223386.00"
"19265";"78888";"6425";"ROOMBB";"228551.00";"260106.00"
"19266";"78888";"6425";"ROOMFF";"246361.00";"278467.00"
"19267";"78889";"6426";"ROOMCC";"205200.00";"288761.00"
"19268";"78889";"6426";"ROOMEE";"291600.00";"400038.00"
"19269";"78889";"6426";"ROOMHH";"356400.00";"483494.00"
"19270";"78890";"6427";"ROOMAA";"154800.00";"179285.00"
"19271";"78890";"6427";"ROOMGG";"162000.00";"186485.00"
"19272";"78890";"6427";"ROOMBB";"190800.00";"215286.00"
"19273";"78893";"6430";"ROOMCC";"410040.00";"446773.60"
"19274";"78894";"6431";"ROOMGG";"237456.00";"257623.00"
"19275";"78894";"6431";"ROOMCC";"237456.00";"257623.00"
"19276";"78894";"6431";"ROOMBB";"286416.00";"306585.00"
"19277";"78894";"6431";"ROOMFF";"310896.00";"331066.00"
"19278";"78894";"6432";"ROOMGG";"308295.00";"332783.50"
"19279";"78894";"6432";"ROOMCC";"308295.00";"332783.50"
"19280";"78894";"6432";"ROOMBB";"357255.00";"381745.50"
"19281";"78894";"6432";"ROOMFF";"381735.00";"406226.50"
"19282";"78895";"6433";"ROOMEE";"437760.00";"486733.00"
"19283";"78895";"6433";"ROOMHH";"437760.00";"486733.00"
"19284";"78895";"6434";"ROOMEE";"437760.00";"486733.00"
"19285";"78895";"6434";"ROOMHH";"437760.00";"486733.00"
"19286";"78896";"6435";"ROOMAA";"379.10";"447.24"
"19287";"78896";"6435";"ROOMGG";"396.10";"463.69"
"19288";"78896";"6435";"ROOMCC";"396.10";"463.69"
"19289";"78896";"6435";"ROOMBB";"464.10";"532.51"
"19290";"78897";"6436";"ROOMGG";"237456.00";"257623.00"
"19291";"78897";"6436";"ROOMCC";"237456.00";"257623.00"
"19292";"78897";"6436";"ROOMBB";"286416.00";"306585.00"
"19293";"78897";"6436";"ROOMFF";"310896.00";"331066.00"
"19294";"78897";"6437";"ROOMGG";"308295.00";"332783.50"
"19295";"78897";"6437";"ROOMCC";"308295.00";"332783.50"
"19296";"78897";"6437";"ROOMBB";"357255.00";"381745.50"
"19297";"78897";"6437";"ROOMFF";"381735.00";"406226.50"
"19298";"78898";"6438";"ROOMAA";"186048.00";"210533.00"
"19299";"78898";"6438";"ROOMGG";"195228.00";"219714.00"
"19300";"78898";"6438";"ROOMCC";"195228.00";"219714.00"
"19301";"78898";"6438";"ROOMBB";"231948.00";"256435.00"
"19302";"78898";"6438";"ROOMFF";"250308.00";"274795.00"
"19303";"78899";"6439";"ROOMAA";"390.81";"436.43"
"19304";"78899";"6439";"ROOMGG";"415.55";"462.60"
"19305";"78899";"6439";"ROOMCC";"415.55";"462.60"
"19306";"78899";"6439";"ROOMBB";"514.49";"564.33"
"19307";"78899";"6439";"ROOMFF";"563.96";"615.95"
"19308";"78900";"6440";"ROOMAA";"229680.00";"254168.00"
"19309";"78900";"6440";"ROOMGG";"240480.00";"264968.00"
"19310";"78900";"6440";"ROOMCC";"240480.00";"264968.00"
"19311";"78900";"6440";"ROOMBB";"283680.00";"308170.00"
"19312";"78900";"6441";"ROOMAA";"229680.00";"254168.00"
"19313";"78900";"6441";"ROOMGG";"240480.00";"264968.00"
"19314";"78900";"6441";"ROOMCC";"240480.00";"264968.00"
"19315";"78900";"6441";"ROOMBB";"283680.00";"308170.00"
"19316";"78900";"6442";"ROOMAA";"229680.00";"254168.00"
"19317";"78900";"6442";"ROOMGG";"240480.00";"264968.00"
"19318";"78900";"6442";"ROOMCC";"240480.00";"264968.00"
"19319";"78900";"6442";"ROOMBB";"283680.00";"308170.00"
"19320";"78900";"6443";"ROOMAA";"229680.00";"254168.00"
"19321";"78900";"6443";"ROOMGG";"240480.00";"264968.00"
"19322";"78900";"6443";"ROOMCC";"240480.00";"264968.00"
"19323";"78900";"6443";"ROOMBB";"283680.00";"308170.00"
"19324";"78901";"6444";"ROOMAA";"682.00";"749.12"
"19325";"78901";"6444";"ROOMGG";"712.00";"780.80"
"19326";"78901";"6444";"ROOMBB";"832.00";"899.60"
"19327";"78902";"6445";"ROOMAA";"229680.00";"254168.00"
"19328";"78902";"6445";"ROOMGG";"240480.00";"264968.00"
"19329";"78902";"6445";"ROOMCC";"240480.00";"264968.00"
"19330";"78902";"6445";"ROOMBB";"283680.00";"308170.00"
"19331";"78902";"6446";"ROOMAA";"229680.00";"254168.00"
"19332";"78902";"6446";"ROOMGG";"240480.00";"264968.00"
"19333";"78902";"6446";"ROOMCC";"240480.00";"264968.00"
"19334";"78902";"6446";"ROOMBB";"283680.00";"308170.00"
"19335";"78902";"6447";"ROOMAA";"229680.00";"254168.00"
"19336";"78902";"6447";"ROOMGG";"240480.00";"264968.00"
"19337";"78902";"6447";"ROOMCC";"240480.00";"264968.00"
"19338";"78902";"6447";"ROOMBB";"283680.00";"308170.00"
"19339";"78902";"6448";"ROOMAA";"229680.00";"254168.00"
"19340";"78902";"6448";"ROOMGG";"240480.00";"264968.00"
"19341";"78902";"6448";"ROOMCC";"240480.00";"264968.00"
"19342";"78902";"6448";"ROOMBB";"283680.00";"308170.00"
"19343";"78903";"6449";"ROOMEE";"437760.00";"486733.00"
"19344";"78903";"6449";"ROOMHH";"437760.00";"486733.00"
"19345";"78903";"6450";"ROOMEE";"437760.00";"486733.00"
"19346";"78903";"6450";"ROOMHH";"437760.00";"486733.00"
"19347";"78904";"6451";"ROOMAA";"291618.00";"291618.00"
"19348";"78904";"6451";"ROOMGG";"302940.00";"302940.00"
"19349";"78904";"6451";"ROOMCC";"302940.00";"302940.00"
"19350";"78904";"6451";"ROOMBB";"348228.00";"348228.00"
"19351";"78904";"6451";"ROOMFF";"370872.00";"370872.00"
"19352";"78904";"6452";"ROOMAA";"291618.00";"291618.00"
"19353";"78904";"6452";"ROOMGG";"302940.00";"302940.00"
"19354";"78904";"6452";"ROOMCC";"302940.00";"302940.00"
"19355";"78904";"6452";"ROOMBB";"348228.00";"348228.00"
"19356";"78904";"6452";"ROOMFF";"370872.00";"370872.00"
"19357";"78905";"6453";"ROOMEE";"246168.00";"290815.94"
"19358";"78906";"6454";"ROOMDD";"220320.00";"220320.00"
"19359";"78906";"6454";"ROOMAA";"228582.00";"228582.00"
"19360";"78906";"6454";"ROOMGG";"236844.00";"236844.00"
"19361";"78906";"6454";"ROOMCC";"236844.00";"236844.00"
"19362";"78906";"6455";"ROOMDD";"165515.00";"165515.00"
"19363";"78906";"6455";"ROOMAA";"173777.00";"173777.00"
"19364";"78906";"6455";"ROOMGG";"182039.00";"182039.00"
"19365";"78906";"6455";"ROOMCC";"182039.00";"182039.00"
"19366";"78907";"6456";"ROOMAA";"217901.00";"249128.00"
"19367";"78907";"6456";"ROOMGG";"228377.00";"259928.00"
"19368";"78907";"6456";"ROOMCC";"228377.00";"259928.00"
"19369";"78907";"6456";"ROOMBB";"270281.00";"303128.00"
"19370";"78907";"6456";"ROOMFF";"291233.00";"324729.00"
"19371";"78908";"6457";"ROOMEE";"154346.00";"213224.00"
"19372";"78908";"6457";"ROOMHH";"189964.00";"254952.00"
"19373";"78909";"6458";"ROOMAA";"197676.00";"229257.00"
"19374";"78909";"6458";"ROOMGG";"206856.00";"238855.00"
"19375";"78909";"6458";"ROOMCC";"206856.00";"238855.00"
"19376";"78909";"6458";"ROOMBB";"243576.00";"277245.00"
"19377";"78910";"6459";"ROOMBB";"171972.00";"196458.00"
"19378";"78910";"6459";"ROOMFF";"184212.00";"208697.00"
"19379";"78910";"6460";"ROOMBB";"138312.00";"150557.00"
"19380";"78910";"6460";"ROOMFF";"150552.00";"162796.00"
"19381";"78910";"6461";"ROOMEE";"196452.00";"236778.00"
"19382";"78910";"6461";"ROOMHH";"233172.00";"273499.00"
"19383";"78911";"6462";"ROOMBB";"171972.00";"196458.00"
"19384";"78911";"6462";"ROOMFF";"184212.00";"208697.00"
"19385";"78911";"6463";"ROOMBB";"138312.00";"150557.00"
"19386";"78911";"6463";"ROOMFF";"150552.00";"162796.00"
"19387";"78911";"6464";"ROOMEE";"196452.00";"236778.00"
"19388";"78911";"6464";"ROOMHH";"233172.00";"273499.00"
"19389";"78912";"6465";"ROOMAA";"186996.00";"217267.00"
"19390";"78912";"6465";"ROOMBB";"231519.00";"263166.00"
"19391";"78914";"6467";"ROOMCC";"410040.00";"446773.60"
"19392";"78915";"6468";"ROOMCC";"291923.00";"291923.00"
"19393";"78915";"6468";"ROOMEE";"302940.00";"302940.00"
"19394";"78916";"6469";"ROOMEE";"355389.00";"355389.00"
"19395";"78916";"6469";"ROOMHH";"410469.00";"410469.00"
"19396";"78918";"6471";"ROOMEE";"345168.00";"345168.00"
"19397";"78918";"6471";"ROOMHH";"400248.00";"400248.00"
"19398";"78919";"6472";"ROOMEE";"239598.00";"316920.50"
"19399";"78919";"6472";"ROOMHH";"239598.00";"316920.50"
"19400";"78920";"6473";"ROOMDD";"111384.00";"151056.00"
"19401";"78920";"6473";"ROOMAA";"117504.00";"158012.00"
"19402";"78920";"6473";"ROOMGG";"123624.00";"164966.00"
"19403";"78920";"6473";"ROOMCC";"123624.00";"164966.00"
"19404";"78920";"6473";"ROOMBB";"148104.00";"192786.00"
"19405";"78920";"6473";"ROOMFF";"160344.00";"206694.00"
"19407";"78922";"6475";"ROOMDD";"312.80";"312.80"
"19408";"78922";"6475";"ROOMAA";"329.80";"329.80"
"19409";"78922";"6475";"ROOMGG";"346.80";"346.80"
"19410";"78922";"6475";"ROOMCC";"346.80";"346.80"
"19411";"78922";"6475";"ROOMBB";"414.80";"414.80"
"19412";"78922";"6475";"ROOMFF";"448.80";"448.80"
"19413";"78923";"6476";"ROOMEE";"219600.00";"259927.00"
"19414";"78924";"6477";"ROOMAA";"209520.00";"221768.00"
"19415";"78924";"6477";"ROOMGG";"223920.00";"236168.00"
"19416";"78924";"6477";"ROOMCC";"223920.00";"236168.00"
"19417";"78924";"6477";"ROOMBB";"281520.00";"293769.00"
"19418";"78925";"6478";"ROOMAA";"438804.00";"438804.00"
"19419";"78925";"6478";"ROOMGG";"454104.00";"454104.00"
"19420";"78925";"6478";"ROOMCC";"454104.00";"454104.00"
"19421";"78925";"6478";"ROOMBB";"515304.00";"515304.00"
"19422";"78925";"6478";"ROOMFF";"545904.00";"545904.00"
"19423";"78926";"6479";"ROOMAA";"167040.00";"191526.00"
"19424";"78926";"6479";"ROOMGG";"174240.00";"198726.00"
"19425";"78926";"6479";"ROOMCC";"174240.00";"198726.00"
"19426";"78926";"6479";"ROOMBB";"203040.00";"227527.00"
"19427";"78926";"6479";"ROOMFF";"217440.00";"241927.00"
"19428";"78927";"6480";"ROOMDD";"104652.00";"143406.00"
"19429";"78927";"6480";"ROOMAA";"110772.00";"150362.00"
"19430";"78927";"6480";"ROOMGG";"116892.00";"157316.00"
"19431";"78927";"6480";"ROOMCC";"116892.00";"157316.00"
"19432";"78927";"6480";"ROOMBB";"141372.00";"185136.00"
"19433";"78927";"6480";"ROOMFF";"153612.00";"199044.00"
"19434";"78928";"6481";"ROOMEE";"394740.00";"435072.50"
"19435";"78928";"6481";"ROOMHH";"449820.00";"490154.50"
"19436";"78929";"6482";"ROOMDD";"85912.00";"110392.00"
"19437";"78929";"6482";"ROOMAA";"90003.00";"114483.00"
"19438";"78929";"6482";"ROOMGG";"94094.00";"118574.00"
"19439";"78929";"6482";"ROOMCC";"94094.00";"118574.00"
"19440";"78929";"6482";"ROOMBB";"110458.00";"134938.00"
"19441";"78929";"6482";"ROOMFF";"118640.00";"143120.00"
"19442";"78930";"6483";"ROOMCC";"206244.00";"230731.00"
"19443";"78930";"6483";"ROOMEE";"279684.00";"304173.00"
"19444";"78930";"6483";"ROOMHH";"334764.00";"359254.00"
"19445";"78931";"6484";"ROOMCC";"1139.00";"1240.60"
"19446";"78932";"6485";"ROOMCC";"1139.00";"1240.60"
"19447";"78933";"6486";"ROOMDD";"64638.00";"76878.00"
"19448";"78933";"6486";"ROOMAA";"68729.00";"80969.00"
"19449";"78933";"6486";"ROOMGG";"72821.00";"85061.00"
"19450";"78933";"6486";"ROOMCC";"72821.00";"85061.00"
"19451";"78933";"6486";"ROOMBB";"89185.00";"101425.00"
"19452";"78933";"6486";"ROOMFF";"97367.00";"109607.00"
"19453";"78934";"6487";"ROOMAA";"368.60";"448.16"
"19454";"78934";"6487";"ROOMGG";"388.00";"468.40"
"19455";"78934";"6487";"ROOMCC";"388.00";"468.40"
"19456";"78934";"6487";"ROOMBB";"465.60";"547.60"
"19457";"78935";"6488";"ROOMAA";"306720.00";"331210.00"
"19458";"78935";"6488";"ROOMGG";"321120.00";"345610.00"
"19459";"78935";"6488";"ROOMBB";"378720.00";"403212.00"
"19460";"78936";"6489";"ROOMAA";"261324.00";"285811.00"
"19461";"78936";"6489";"ROOMGG";"273564.00";"298053.00"
"19462";"78936";"6489";"ROOMCC";"273564.00";"298053.00"
"19463";"78936";"6489";"ROOMBB";"322524.00";"347013.00"
"19464";"78937";"6490";"ROOMDD";"612.00";"612.00"
"19465";"78937";"6490";"ROOMAA";"634.95";"634.95"
"19466";"78937";"6490";"ROOMGG";"657.90";"657.90"
"19467";"78937";"6490";"ROOMCC";"657.90";"657.90"
"19468";"78938";"6491";"ROOMAA";"184028.00";"214204.00"
"19469";"78938";"6491";"ROOMGG";"192932.00";"223386.00"
"19470";"78938";"6491";"ROOMCC";"192932.00";"223386.00"
"19471";"78938";"6491";"ROOMBB";"228551.00";"260106.00"
"19472";"78938";"6491";"ROOMFF";"246361.00";"278467.00"
"19473";"78940";"6493";"ROOMDD";"223074.00";"223074.00"
"19474";"78940";"6493";"ROOMAA";"231336.00";"231336.00"
"19475";"78940";"6493";"ROOMGG";"239598.00";"239598.00"
"19476";"78940";"6493";"ROOMCC";"239598.00";"239598.00"
"19477";"78941";"6494";"ROOMAA";"156060.00";"180540.00"
"19478";"78941";"6494";"ROOMGG";"165240.00";"189720.00"
"19479";"78941";"6494";"ROOMCC";"165240.00";"189720.00"
"19480";"78941";"6494";"ROOMBB";"201960.00";"226440.00"
"19481";"78941";"6494";"ROOMFF";"220320.00";"244800.00"
"19482";"78942";"6495";"ROOMAA";"540.00";"762.45"
"19483";"78942";"6495";"ROOMGG";"570.00";"803.25"
"19484";"78942";"6495";"ROOMCC";"570.00";"803.25"
"19485";"78942";"6495";"ROOMBB";"690.00";"956.25"
"19486";"78942";"6495";"ROOMFF";"750.00";"1034.45"
"19487";"78943";"6496";"ROOMAA";"154800.00";"179285.00"
"19488";"78943";"6496";"ROOMGG";"162000.00";"186485.00"
"19489";"78943";"6496";"ROOMBB";"190800.00";"215286.00"
"19490";"78944";"6497";"ROOMBB";"253368.00";"277855.00"
"19491";"78945";"6498";"ROOMAA";"464.00";"531.76"
"19492";"78945";"6498";"ROOMGG";"484.00";"552.00"
"19493";"78945";"6498";"ROOMCC";"484.00";"552.00"
"19494";"78945";"6498";"ROOMBB";"564.00";"632.08"
"19495";"78945";"6498";"ROOMFF";"604.00";"672.56"
"19496";"78945";"6499";"ROOMCC";"661.00";"762.88"
"19497";"78945";"6499";"ROOMEE";"778.00";"879.92"
"19498";"78945";"6499";"ROOMHH";"778.00";"879.92"
"19499";"78946";"6500";"ROOMDD";"36720.00";"48960.00"
"19500";"78946";"6500";"ROOMAA";"39780.00";"52020.00"
"19501";"78946";"6500";"ROOMGG";"42840.00";"55080.00"
"19502";"78946";"6500";"ROOMCC";"42840.00";"55080.00"
"19503";"78946";"6500";"ROOMBB";"55080.00";"67320.00"
"19504";"78946";"6500";"ROOMFF";"61200.00";"73440.00"
"19505";"78947";"6501";"ROOMAA";"464.00";"531.76"
"19506";"78947";"6501";"ROOMGG";"484.00";"552.00"
"19507";"78947";"6501";"ROOMCC";"484.00";"552.00"
"19508";"78947";"6501";"ROOMBB";"564.00";"632.08"
"19509";"78947";"6501";"ROOMFF";"604.00";"672.56"
"19510";"78948";"6502";"ROOMDD";"47640.00";"59880.00"
"19511";"78948";"6502";"ROOMAA";"51117.00";"63357.00"
"19512";"78948";"6502";"ROOMGG";"54595.00";"66835.00"
"19513";"78948";"6502";"ROOMCC";"54595.00";"66835.00"
"19514";"78948";"6502";"ROOMBB";"68504.00";"80744.00"
"19515";"78948";"6502";"ROOMFF";"75460.00";"87700.00"
"19516";"78949";"6503";"ROOMDD";"102204.00";"140624.00"
"19517";"78949";"6503";"ROOMAA";"108324.00";"147580.00"
"19518";"78949";"6503";"ROOMGG";"114444.00";"154534.00"
"19519";"78949";"6503";"ROOMCC";"114444.00";"154534.00"
"19520";"78949";"6503";"ROOMBB";"138924.00";"182354.00"
"19521";"78949";"6503";"ROOMFF";"151164.00";"196263.00"
"19522";"78950";"6504";"ROOMAA";"115668.00";"155925.00"
"19523";"78950";"6504";"ROOMGG";"121788.00";"162879.00"
"19524";"78950";"6504";"ROOMCC";"121788.00";"162879.00"
"19525";"78950";"6504";"ROOMBB";"146268.00";"190700.00"
"19526";"78950";"6504";"ROOMFF";"158508.00";"204608.00"
"19527";"78951";"6505";"ROOMEE";"219600.00";"259927.00"
"19528";"78952";"6506";"ROOMEE";"219600.00";"244087.00"
"19529";"78953";"6507";"ROOMAA";"154800.00";"179285.00"
"19530";"78953";"6507";"ROOMGG";"162000.00";"186485.00"
"19531";"78953";"6507";"ROOMBB";"190800.00";"215286.00"
"19532";"78954";"6508";"ROOMAA";"168594.00";"221996.00"
"19533";"78954";"6508";"ROOMCC";"177498.00";"232428.00"
"19534";"78954";"6508";"ROOMBB";"213117.00";"274157.00"
"19535";"78955";"6509";"ROOMDD";"99732.00";"141320.00"
"19536";"78955";"6509";"ROOMAA";"105668.00";"148276.00"
"19537";"78955";"6509";"ROOMGG";"111604.00";"155230.00"
"19538";"78955";"6509";"ROOMCC";"111604.00";"155230.00"
"19539";"78955";"6509";"ROOMBB";"135350.00";"183050.00"
"19540";"78955";"6509";"ROOMFF";"147222.00";"196958.00"
"19541";"78956";"6510";"ROOMDD";"99732.00";"141320.00"
"19542";"78956";"6510";"ROOMAA";"105668.00";"148276.00"
"19543";"78956";"6510";"ROOMGG";"111604.00";"155230.00"
"19544";"78956";"6510";"ROOMCC";"111604.00";"155230.00"
"19545";"78956";"6510";"ROOMBB";"135350.00";"183050.00"
"19546";"78956";"6510";"ROOMFF";"147222.00";"196958.00"
"19547";"78957";"6511";"ROOMDD";"99732.00";"141320.00"
"19548";"78957";"6511";"ROOMAA";"105668.00";"148276.00"
"19549";"78957";"6511";"ROOMGG";"111604.00";"155230.00"
"19550";"78957";"6511";"ROOMCC";"111604.00";"155230.00"
"19551";"78957";"6511";"ROOMBB";"135350.00";"183050.00"
"19552";"78957";"6511";"ROOMFF";"147222.00";"196958.00"
"19553";"78958";"6512";"ROOMAA";"167688.00";"215042.00"
"19554";"78958";"6512";"ROOMGG";"176868.00";"225473.00"
"19555";"78958";"6512";"ROOMCC";"176868.00";"225473.00"
"19556";"78958";"6512";"ROOMBB";"213588.00";"267203.00"
"19557";"78959";"6513";"ROOMCC";"177480.00";"209886.25"
"19558";"78961";"6516";"ROOMAA";"326.40";"438.60"
"19559";"78961";"6516";"ROOMGG";"343.40";"459.00"
"19560";"78961";"6516";"ROOMCC";"343.40";"459.00"
"19561";"78961";"6516";"ROOMBB";"411.40";"535.50"
"19562";"78962";"6517";"ROOMEE";"192633.20";"263548.52"
"19563";"78962";"6517";"ROOMHH";"229353.20";"305278.52"
"19564";"78963";"6518";"ROOMAA";"321.30";"432.65"
"19565";"78963";"6518";"ROOMGG";"338.30";"453.05"
"19566";"78963";"6518";"ROOMCC";"338.30";"453.05"
"19567";"78963";"6518";"ROOMBB";"406.30";"529.55"
"19568";"78963";"6518";"ROOMFF";"440.30";"568.65"
"19569";"78964";"6519";"ROOMDD";"99732.00";"141320.00"
"19570";"78964";"6519";"ROOMAA";"105668.00";"148276.00"
"19571";"78964";"6519";"ROOMGG";"111604.00";"155230.00"
"19572";"78964";"6519";"ROOMCC";"111604.00";"155230.00"
"19573";"78964";"6519";"ROOMBB";"135350.00";"183050.00"
"19574";"78964";"6519";"ROOMFF";"147222.00";"196958.00"
"19575";"78967";"6524";"ROOMAA";"321.30";"432.65"
"19576";"78967";"6524";"ROOMGG";"338.30";"453.05"
"19577";"78967";"6524";"ROOMCC";"338.30";"453.05"
"19578";"78967";"6524";"ROOMBB";"406.30";"529.55"
"19579";"78967";"6524";"ROOMFF";"440.30";"568.65"
"19580";"78968";"6525";"ROOMAA";"321.30";"432.65"
"19581";"78968";"6525";"ROOMGG";"338.30";"453.05"
"19582";"78968";"6525";"ROOMCC";"338.30";"453.05"
"19583";"78968";"6525";"ROOMBB";"406.30";"529.55"
"19584";"78968";"6525";"ROOMFF";"440.30";"568.65"
"19585";"78970";"6528";"ROOMAA";"145656.00";"170141.00"
"19586";"78970";"6528";"ROOMGG";"151776.00";"176262.00"
"19587";"78970";"6528";"ROOMCC";"151776.00";"176262.00"
"19588";"78970";"6528";"ROOMBB";"176256.00";"200742.00"
"19589";"78971";"6529";"ROOMAA";"321.30";"432.65"
"19590";"78971";"6529";"ROOMGG";"338.30";"453.05"
"19591";"78971";"6529";"ROOMCC";"338.30";"453.05"
"19592";"78971";"6529";"ROOMBB";"406.30";"529.55"
"19593";"78971";"6529";"ROOMFF";"440.30";"568.65"
"19594";"78974";"6532";"ROOMAA";"104040.00";"128520.00"
"19595";"78974";"6532";"ROOMGG";"110160.00";"134640.00"
"19596";"78974";"6532";"ROOMCC";"110160.00";"134640.00"
"19597";"78974";"6532";"ROOMBB";"134640.00";"159120.00"
"19598";"78974";"6532";"ROOMFF";"146880.00";"171360.00"
"19599";"78975";"6533";"ROOMAA";"519.44";"603.57"
"19600";"78975";"6533";"ROOMBB";"643.11";"731.48"
"19601";"78976";"6534";"ROOMDD";"85912.00";"110392.00"
"19602";"78976";"6534";"ROOMAA";"90003.00";"114483.00"
"19603";"78976";"6534";"ROOMGG";"94094.00";"118574.00"
"19604";"78976";"6534";"ROOMCC";"94094.00";"118574.00"
"19605";"78976";"6534";"ROOMBB";"110458.00";"134938.00"
"19606";"78976";"6534";"ROOMFF";"118640.00";"143120.00"
