"search_log_id";"total_price_final";"rooms_total_price";"upsell_total_price";"vouchers_total_price";"loyalty_discount_total";"redeemed_loyalty_points_total"
"81859";"154224";"171360";"0.00";"0";"17136.00";"0.00"
"81896";"280732.6";"280732.6";"0.00";"0";"0.00";"0.00"
"81936";"224";"224";"0.00";"0";"0.00";"0.00"
"81940";"471429";"523810";"0.00";"0";"52381.00";"0.00"
"81981";"308448";"308448";"0.00";"0";"0.00";"0.00"
"81995";"384193";"432658.89";"0.00";"0";"43265.89";"5200.00"
"82013";"131090";"145655.56";"0.00";"0";"14565.56";"0.00"
"82064";"194940";"222155.56";"0.00";"0";"22215.56";"5000.00"
"82340";"84759";"99732.22";"0.00";"0";"9973.22";"5000.00"
"82358";"456490";"456490";"0.00";"0";"0.00";"0.00"
"82420";"213160";"236844.44";"0.00";"0";"23684.44";"0.00"
"82427";"106367";"106367";"0.00";"0";"0.00";"0.00"
"82432";"694.62";"771.8";"0.00";"0";"77.18";"0.00"
"82458";"143208";"159120";"0.00";"0";"15912.00";"0.00"
"82459";"169050";"180111.11";"6950.00";"0";"18011.11";"0.00"
"82497";"320735";"375330";"0.00";"0";"37533.00";"17062.00"
"82527";"564067";"626741.11";"0.00";"0";"62674.11";"0.00"
"82536";"385080";"501840";"0.00";"0";"75276.00";"41484.00"
"82551";"332.27";"360.82";"23.60";"0";"39.65";"12.50"
"82561";"166073";"185638.56";"0.00";"0";"14565.56";"5000.00"
"82607";"160764";"184182.22";"0.00";"0";"18418.22";"5000.00"
"82869";"164646";"188495.56";"0.00";"0";"18849.56";"5000.00"
"83108";"416362";"468180";"0.00";"0";"46818.00";"5000.00"
"83144";"110380";"141076.67";"0.00";"0";"14107.67";"16589.00"
"83148";"212517";"212517";"0.00";"0";"0.00";"0.00"
"83174";"61403";"68983.67";"0.00";"0";"7580.67";"0.00"
"83208";"283818";"299940.44";"6950.00";"0";"23072.44";"0.00"
"83207";"150520";"172800";"0.00";"0";"17280.00";"5000.00"
"83211";"144598";"168066.86";"0.00";"0";"18468.86";"5000.00"
"83303";"593766";"659740";"0.00";"0";"65974.00";"0.00"
"83301";"135784";"158164.78";"0.00";"0";"17380.78";"5000.00"
"83318";"151538";"173931.11";"0.00";"0";"17393.11";"5000.00"
"83372";"726505";"833298.89";"0.00";"0";"83329.89";"23464.00"
"83390";"459367";"510407.8";"0.00";"0";"51040.80";"0.00"
"83420";"134946";"134946";"0.00";"0";"0.00";"0.00"
"83417";"123468";"142742.22";"0.00";"0";"14274.22";"5000.00"
"83434";"201004";"228893.34";"0.00";"0";"22889.34";"5000.00"
"83445";"191678";"212975.6";"0.00";"0";"21297.60";"0.00"
"83464";"118609";"118609";"0.00";"0";"0.00";"0.00"
"83499";"143716";"167076";"0.00";"0";"18360.00";"5000.00"
"83946";"141120";"141120";"0.00";"0";"0.00";"0.00"
"83948";"196768";"218631.11";"0.00";"0";"21863.11";"0.00"
"84028";"86553";"97238.56";"0.00";"0";"10685.56";"0.00"
"84047";"278827";"328031.77";"0.00";"0";"49204.77";"0.00"
"84068";"402042";"452268.89";"0.00";"0";"45226.89";"5000.00"
"84072";"163483";"209304.44";"0.00";"0";"20930.44";"24891.00"
"84063";"330480";"330480";"0.00";"0";"0.00";"0.00"
"84123";"103116";"124847.78";"0.00";"0";"12484.78";"9247.00"
"84132";"111262";"123624.44";"0.00";"0";"12362.44";"0.00"
"84143";"300204";"300204";"0.00";"0";"0.00";"0.00"
"84150";"310.09";"312.49";"31.94";"0";"34.34";"0.00"
"84293";"415073";"518400";"0.00";"0";"51840.00";"51487.00"
"84291";"125983";"141536.44";"0.00";"0";"15553.44";"0.00"
"84519";"165600";"165600";"0.00";"0";"0.00";"0.00"
"84533";"699.98";"792.76";"0.00";"0";"79.28";"13.50"
"84583";"334293";"376992.22";"0.00";"0";"37699.22";"5000.00"
"84586";"233.32";"233.32";"0.00";"0";"0.00";"0.00"
"84628";"229131";"260145.55";"0.00";"0";"26014.55";"5000.00"
"84643";"292475";"324972.22";"0.00";"0";"32497.22";"0.00"
"84702";"308880";"308880";"0.00";"0";"0.00";"0.00"
"84742";"104102";"165240";"0.00";"0";"16524.00";"44614.00"
"84749";"194004";"194004";"0.00";"0";"0.00";"0.00"
"84769";"569.9";"569.9";"0.00";"0";"0.00";"0.00"
"84781";"296645";"338885.11";"0.00";"0";"37240.11";"5000.00"
"84815";"347555";"386172.2";"0.00";"0";"38617.20";"0.00"
"85091";"224132";"254591.11";"0.00";"0";"25459.11";"5000.00"
"85104";"188568";"209520";"0.00";"0";"20952.00";"0.00"
"85120";"278460";"278460";"0.00";"0";"0.00";"0.00"
"85118";"317.9125";"394.48";"0.00";"0";"43.35";"33.22"
"85144";"408.25";"467.5";"0.00";"0";"46.75";"12.50"
"85252";"209304";"209304";"0.00";"0";"0.00";"0.00"
"85255";"208754";"237504.44";"0.00";"0";"23750.44";"5000.00"
"85298";"158400";"158400";"0.00";"0";"0.00";"0.00"
"85305";"83128";"97920";"0.00";"0";"9792.00";"5000.00"
"85319";"127296";"127296";"0.00";"0";"0.00";"0.00"
"85335";"515.9";"515.9";"0.00";"0";"0.00";"0.00"
"85342";"254181";"285561.33";"0.00";"0";"31380.33";"0.00"
"85353";"146059";"162287.78";"0.00";"0";"16228.78";"0.00"
"85388";"285647";"285647";"0.00";"0";"0.00";"0.00"
"85408";"418927";"471474.44";"0.00";"0";"47147.44";"5400.00"
"85474";"201167";"250307.78";"2990.00";"0";"25030.78";"27100.00"
"85777";"138208";"159120";"0.00";"0";"15912.00";"5000.00"
"85793";"419.4";"466";"0.00";"0";"46.60";"0.00"
"85856";"170302";"246655.56";"0.00";"0";"24665.56";"51688.00"
"85876";"327.37";"344.98";"20.30";"0";"37.91";"0.00"
"85930";"365.6";"410.74";"0.00";"0";"45.14";"0.00"
"85931";"451.35";"501.5";"0.00";"0";"50.15";"0.00"
"85942";"415.2";"368";"47.20";"0";"0.00";"0.00"
"85949";"290229";"328032.22";"0.00";"0";"32803.22";"5000.00"
"85947";"366673";"432575.56";"0.00";"0";"43257.56";"22645.00"
"85965";"223567";"248407.78";"0.00";"0";"24840.78";"0.00"
"85969";"116141";"153000";"0.00";"0";"15300.00";"21559.00"
"85981";"53587";"65820";"0.00";"0";"7233.00";"5000.00"
"85993";"241301";"273667.78";"0.00";"0";"27366.78";"5000.00"
"86041";"157529";"175032.22";"0.00";"0";"17503.22";"0.00"
"86075";"152572";"169524.44";"0.00";"0";"16952.44";"0.00"
"86089";"292599";"328722.33";"0.00";"0";"36123.33";"0.00"
"86117";"13175";"181305.55";"0.00";"150000";"18130.55";"0.00"
"86102";"159622";"179328.44";"0.00";"0";"19706.44";"0.00"
"86341";"393607";"473688.89";"0.00";"0";"47368.89";"32713.00"
"86347";"219630";"308534.89";"0.00";"0";"33904.89";"55000.00"
"86478";"253368";"253368";"0.00";"0";"0.00";"0.00"
"86496";"100000";"142711.56";"0.00";"0";"15682.56";"27029.00"
"86502";"1032.75";"1147.5";"0.00";"0";"114.75";"0.00"
"86543";"361987.2";"361987.2";"0.00";"0";"0.00";"0.00"
"86551";"167719";"167719";"0.00";"0";"0.00";"0.00"
"86561";"161274";"167760";"10290.00";"0";"16776.00";"0.00"
"86612";"73353";"78476.89";"8500.00";"0";"8623.89";"5000.00"
"86645";"495.7";"495.7";"0.00";"0";"0.00";"0.00"
"86659";"171058";"192176.22";"0.00";"0";"21118.22";"0.00"
"86696";"116008";"121175.56";"6950.00";"0";"12117.56";"0.00"
"86700";"116008";"121175.56";"6950.00";"0";"12117.56";"0.00"
"86726";"379831";"379831";"0.00";"0";"0.00";"0.00"
"86746";"259384";"293760";"0.00";"0";"29376.00";"5000.00"
"86786";"173200";"198000";"0.00";"0";"19800.00";"5000.00"
"86789";"112871";"130967.78";"0.00";"0";"13096.78";"0.00"
"86807";"231243";"259791.56";"0.00";"0";"28548.56";"0.00"
"86930";"270498.36";"270498.36";"0.00";"0";"0.00";"0.00"
"87011";"95312";"85912";"9400.00";"0";"0.00";"0.00"
"87047";"284764";"316404.4";"0.00";"0";"31640.40";"0.00"
"87055";"96135";"89185";"6950.00";"0";"0.00";"0.00"
"87061";"154028";"187920";"0.00";"0";"18792.00";"15100.00"
"87160";"408.8";"408.8";"0.00";"0";"0.00";"0.00"
"87184";"301716";"301716";"0.00";"0";"0.00";"0.00"
"87203";"155876";"155876";"0.00";"0";"0.00";"0.00"
"87225";"265842";"295380";"0.00";"0";"29538.00";"0.00"
"87240";"195902";"195902";"0.00";"0";"0.00";"0.00"
"87287";"305694";"339660";"0.00";"0";"33966.00";"0.00"
"87309";"300694";"339660";"0.00";"0";"33966.00";"5000.00"
"87346";"126822";"126822";"0.00";"0";"0.00";"0.00"
"87354";"90003";"90003";"0.00";"0";"0.00";"0.00"
"87366";"826.7";"826.7";"0.00";"0";"0.00";"0.00"
"87581";"161935";"179927.8";"0.00";"0";"17992.80";"0.00"
"87596";"241896";"287742.22";"0.00";"0";"28774.22";"17072.00"
"87672";"110711";"123012.22";"0.00";"0";"12301.22";"0.00"
"87678";"110711";"123012.22";"0.00";"0";"12301.22";"0.00"
"87754";"2474.35";"2793.8700000000003";"0.00";"0";"307.02";"12.50"
"87961";"96170";"96170";"0.00";"0";"0.00";"0.00"
"88208";"109609";"109609";"0.00";"0";"0.00";"0.00"
"88212";"359757";"405285.56";"0.00";"0";"40528.56";"5000.00"
"88253";"286600";"324000";"0.00";"0";"32400.00";"5000.00"
"88260";"1003.2";"1003.2";"0.00";"0";"0.00";"0.00"
"88302";"410.35";"461.01";"0.00";"0";"50.66";"0.00"
"88364";"161234";"161234";"0.00";"0";"0.00";"0.00"
"88370";"677790";"677790";"0.00";"0";"0.00";"0.00"
"88383";"185026";"211140";"0.00";"0";"21114.00";"5000.00"
"88421";"245662";"307077.52";"0.00";"0";"61415.52";"0.00"
"88442";"394740";"394740";"0.00";"0";"0.00";"0.00"
"88514";"127296";"127296";"0.00";"0";"0.00";"0.00"
"88523";"196193";"223992.22";"0.00";"0";"22399.22";"5400.00"
"88548";"581.4";"581.4";"0.00";"0";"0.00";"0.00"
"88551";"1638.17";"1820.19";"0.00";"0";"182.02";"0.00"
"88555";"178955";"201048.22";"0.00";"0";"22093.22";"0.00"
"88553";"121650";"110160";"11490.00";"0";"0.00";"0.00"
"88594";"276.78";"310.95";"0.00";"0";"34.17";"0.00"
"88685";"118477";"133103.78";"0.00";"0";"14626.78";"0.00"
"88855";"240182";"240182";"0.00";"0";"0.00";"0.00"
"89002";"208080";"208080";"0.00";"0";"0.00";"0.00"
"89009";"68156";"68156";"0.00";"0";"0.00";"0.00"
"89031";"280.32";"280.32";"0.00";"0";"0.00";"0.00"
"89139";"250193";"287260";"0.00";"0";"31567.00";"5500.00"
"89152";"216906";"243240";"2990.00";"0";"24324.00";"5000.00"
"89206";"122873";"154501.11";"0.00";"0";"16978.11";"14650.00"
"89215";"181025";"201138.89";"0.00";"0";"20113.89";"0.00"
"89370";"128226";"142473.33";"0.00";"0";"14247.33";"0.00"
"89375";"128226";"142473.33";"0.00";"0";"14247.33";"0.00"
"89388";"145170";"133670";"11500.00";"0";"0.00";"0.00"
"89398";"128226";"142473.33";"0.00";"0";"14247.33";"0.00"
"89416";"290822";"323135.56";"0.00";"0";"32313.56";"0.00"
"89422";"552479";"646271.11";"0.00";"0";"64627.11";"29165.00"
"89658";"149290";"198720";"0.00";"0";"29808.00";"19622.00"
"89685";"344088";"382320";"0.00";"0";"38232.00";"0.00"
"89817";"506.36";"624.98";"0.00";"0";"68.68";"49.94"
"89844";"170485";"197149.78";"0.00";"0";"21664.78";"5000.00"
"89990";"81003";"90003.33";"0.00";"0";"9000.33";"0.00"
"90110";"785.4";"785.4";"0.00";"0";"0.00";"0.00"
"90112";"785.4";"785.4";"0.00";"0";"0.00";"0.00"
"90145";"89557";"99507.78";"0.00";"0";"9950.78";"0.00"
"90214";"85484";"85484";"0.00";"0";"0.00";"0.00"
"90249";"440.1";"489";"0.00";"0";"48.90";"0.00"
"90254";"184540";"210600";"0.00";"0";"21060.00";"5000.00"
"90265";"218074";"247860";"0.00";"0";"24786.00";"5000.00"
"90283";"242514";"269460";"0.00";"0";"26946.00";"0.00"
"90289";"326982";"422324.44";"0.00";"0";"42232.44";"53110.00"
"90545";"751.23";"751.23";"0.00";"0";"0.00";"0.00"
"90568";"106084";"119180.78";"0.00";"0";"13096.78";"0.00"
"90569";"70143";"88054.33";"0.00";"0";"9676.33";"8235.00"
"90599";"250382.4";"250382.4";"0.00";"0";"0.00";"0.00"
"90624";"261036";"295595.6";"0.00";"0";"29559.60";"5000.00"
"90671";"83128";"97920";"0.00";"0";"9792.00";"5000.00"
"90699";"306246";"351180";"0.00";"0";"35118.00";"9816.00"
"90742";"132192";"146880";"0.00";"0";"14688.00";"0.00"
"90932";"261.63";"261.63";"0.00";"0";"0.00";"0.00"
"91008";"385560";"428400";"0.00";"0";"42840.00";"0.00"
"91043";"413608";"465120";"0.00";"0";"46512.00";"5000.00"
"91258";"71814";"88594.67";"0.00";"0";"9735.67";"7045.00"
"91264";"249251";"282945.55";"0.00";"0";"28294.55";"5400.00"
"91316";"213999";"237887.78";"0.00";"0";"23788.78";"100.00"
"91322";"145152";"161280";"0.00";"0";"16128.00";"0.00"
"91369";"317560";"322560";"0.00";"0";"0.00";"0.00"
"91373";"73980";"88200";"0.00";"0";"8820.00";"5400.00"
"91383";"107995";"132552.22";"0.00";"0";"13255.22";"11302.00"
"91390";"156038";"173375.56";"0.00";"0";"17337.56";"0.00"
"91389";"217728";"241920";"0.00";"0";"24192.00";"0.00"
"91397";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"91396";"91118";"97920";"2990.00";"0";"9792.00";"0.00"
"91401";"194584";"221760";"0.00";"0";"22176.00";"5000.00"
"91405";"134136";"149040";"0.00";"0";"14904.00";"0.00"
"91442";"109814";"128015.56";"0.00";"0";"12801.56";"5400.00"
"91465";"115926";"131040";"2990.00";"0";"13104.00";"5000.00"
"91467";"156011";"181450.66999999998";"0.00";"0";"19939.67";"5500.00"
"91510";"168336";"168336";"0.00";"0";"0.00";"0.00"
"91513";"91627";"101807.8";"0.00";"0";"10180.80";"0.00"
"91527";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"91456";"104040";"104040";"0.00";"0";"0.00";"0.00"
"91548";"67738";"84672.48";"0.00";"0";"16934.48";"0.00"
"91537";"80640";"80640";"0.00";"0";"0.00";"0.00"
"91552";"118541";"148176.24";"0.00";"0";"29635.24";"0.00"
"91554";"118541";"148176.25";"0.00";"0";"29635.25";"0.00"
"91573";"86285";"107856.24";"0.00";"0";"21571.24";"0.00"
"91570";"75298";"83664.44";"0.00";"0";"8366.44";"0.00"
"91597";"290239";"347004.44";"0.00";"0";"34700.44";"22065.00"
"91634";"172811";"197567.78";"0.00";"0";"19756.78";"5000.00"
"91658";"115926";"131040";"2990.00";"0";"13104.00";"5000.00"
"91693";"120960";"120960";"0.00";"0";"0.00";"0.00"
"91730";"79834";"88704.44";"0.00";"0";"8870.44";"0.00"
"91831";"108864";"120960";"0.00";"0";"12096.00";"0.00"
"91829";"162388";"180431.11";"0.00";"0";"18043.11";"0.00"
"91840";"201550";"229500";"0.00";"0";"22950.00";"5000.00"
"91849";"93885";"109872.22";"0.00";"0";"10987.22";"5000.00"
"91894";"116172";"116172";"0.00";"0";"0.00";"0.00"
"91971";"90768";"136080";"9800.00";"0";"20412.00";"34700.00"
"92001";"196278";"220320";"2990.00";"0";"22032.00";"5000.00"
"92046";"31288";"40320";"0.00";"0";"4032.00";"5000.00"
"92091";"150665";"167405.6";"0.00";"0";"16740.60";"0.00"
"92126";"95130";"80640";"14490.00";"0";"0.00";"0.00"
"92128";"225882";"256535.56";"0.00";"0";"25653.56";"5000.00"
"92148";"201398";"223775.56";"0.00";"0";"22377.56";"0.00"
"92153";"454410";"504900";"0.00";"0";"50490.00";"0.00"
"92145";"111847";"142631.77";"0.00";"0";"21394.77";"9390.00"
"92162";"176653";"201836.66999999998";"0.00";"0";"20183.67";"5000.00"
"92178";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"92175";"278377";"314863.33";"0.00";"0";"31486.33";"5000.00"
"92223";"147168";"147168";"0.00";"0";"0.00";"0.00"
"92266";"72576";"90720";"0.00";"0";"18144.00";"0.00"
"92286";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"92383";"93636";"104040";"0.00";"0";"10404.00";"0.00"
"92517";"114566";"114566";"0.00";"0";"0.00";"0.00"
"92543";"136217";"172872.22";"0.00";"0";"17287.22";"19368.00"
"92663";"158766";"174240";"6950.00";"0";"17424.00";"5000.00"
"92651";"151638";"166320";"6950.00";"0";"16632.00";"5000.00"
"92677";"184426";"248400";"0.00";"0";"37260.00";"26714.00"
"92704";"220320";"244800";"0.00";"0";"24480.00";"0.00"
"92718";"99792";"99792";"0.00";"0";"0.00";"0.00"
"92728";"166342";"166342";"0.00";"0";"0.00";"0.00"
"92736";"142632";"142632";"0.00";"0";"0.00";"0.00"
"92812";"266716";"296351.11";"0.00";"0";"29635.11";"0.00"
"92814";"115668";"128520";"0.00";"0";"12852.00";"0.00"
"92839";"198180";"198180";"0.00";"0";"0.00";"0.00"
"92852";"102552";"145266.67";"0.00";"0";"14526.67";"28188.00"
"92860";"379210";"416606.78";"0.00";"0";"37396.78";"0.00"
"92883";"110880";"110880";"0.00";"0";"0.00";"0.00"
"92887";"111888";"111888";"0.00";"0";"0.00";"0.00"
"92937";"96153";"112392.22";"0.00";"0";"11239.22";"5000.00"
"92942";"76777";"101515.56";"0.00";"0";"11155.56";"13583.00"
"92963";"163739";"187487.78";"0.00";"0";"18748.78";"5000.00"
"92984";"82091";"96767.78";"0.00";"0";"9676.78";"5000.00"
"93060";"101376";"101376";"0.00";"0";"0.00";"0.00"
"93072";"99792";"110880";"0.00";"0";"11088.00";"0.00"
"93131";"87091";"96767.8";"0.00";"0";"9676.80";"0.00"
"93212";"293.5";"340";"0.00";"0";"34.00";"12.50"
"93268";"105678";"122975.56";"0.00";"0";"12297.56";"5000.00"
"93281";"123387";"144237.22";"0.00";"0";"15850.22";"5000.00"
"93286";"102312";"102312";"0.00";"0";"0.00";"0.00"
"93443";"217058";"290303.54";"0.00";"0";"43545.54";"29700.00"
"93446";"130536";"130536";"0.00";"0";"0.00";"0.00"
"93577";"57218";"63575.55";"0.00";"0";"6357.55";"0.00"
"93574";"339179";"382421.11";"0.00";"0";"38242.11";"5000.00"
"93576";"216130";"245700";"0.00";"0";"24570.00";"5000.00"
"93606";"81600";"96222.22";"0.00";"0";"9622.22";"5000.00"
"93640";"149040";"165600";"0.00";"0";"16560.00";"0.00"
"93649";"85400";"101560.44";"0.00";"0";"11160.44";"5000.00"
"93656";"248572";"276191.11";"0.00";"0";"27619.11";"0.00"
"93683";"158296";"181440";"0.00";"0";"18144.00";"5000.00"
"93690";"88636";"104040";"0.00";"0";"10404.00";"5000.00"
"93714";"305726";"339695.56";"0.00";"0";"33969.56";"0.00"
"93708";"136465";"198072.22";"0.00";"0";"19807.22";"41800.00"
"93725";"107406";"119340";"0.00";"0";"11934.00";"0.00"
"93736";"70563";"101807.78";"0.00";"0";"10180.78";"21064.00"
"93738";"103864";"120960";"0.00";"0";"12096.00";"5000.00"
"93744";"202343";"224825.56";"0.00";"0";"22482.56";"0.00"
"93777";"83128";"97920";"0.00";"0";"9792.00";"5000.00"
"93797";"178740";"232560";"0.00";"0";"23256.00";"30564.00"
"93803";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"93879";"50804";"80640";"0.00";"0";"8064.00";"21772.00"
"93918";"254016";"282240";"0.00";"0";"28224.00";"0.00"
"93935";"70566";"80640";"2990.00";"0";"8064.00";"5000.00"
"93946";"122008";"141120";"0.00";"0";"14112.00";"5000.00"
"93937";"72576";"80640";"0.00";"0";"8064.00";"0.00"
"94029";"101153";"112392.22";"0.00";"0";"11239.22";"0.00"
"94040";"44330";"49255.56";"0.00";"0";"4925.56";"0.00"
"94063";"89712";"89712";"0.00";"0";"0.00";"0.00"
"94074";"221006.4";"221006.4";"0.00";"0";"0.00";"0.00"
"94103";"203041";"267623.33";"0.00";"0";"26762.33";"37820.00"
"94112";"130183";"144647.78";"0.00";"0";"14464.78";"0.00"
"94266";"174671";"194078.89";"0.00";"0";"19407.89";"0.00"
"94267";"110668";"128520";"0.00";"0";"12852.00";"5000.00"
"94268";"116618";"135575.56";"0.00";"0";"13557.56";"5400.00"
"94288";"140152";"161280";"0.00";"0";"16128.00";"5000.00"
"94308";"127757";"127007.78";"18450.00";"0";"12700.78";"5000.00"
"94321";"59498";"83160";"0.00";"0";"8316.00";"15346.00"
"94417";"151377";"151377";"0.00";"0";"0.00";"0.00"
"94500";"83906";"98784.44";"0.00";"0";"9878.44";"5000.00"
"94539";"160110";"183455.56";"0.00";"0";"18345.56";"5000.00"
